date,final.output.recovery
2017-09-01 00:59:59+00:00,63.279392
2017-09-01 01:59:59+00:00,64.757965
2017-09-01 02:59:59+00:00,63.2853
2017-09-01 03:59:59+00:00,65.42489
2017-09-01 04:59:59+00:00,66.57726
2017-09-01 05:59:59+00:00,64.76314
2017-09-01 06:59:59+00:00,65.18191
2017-09-01 07:59:59+00:00,67.67594
2017-09-01 08:59:59+00:00,62.33975
2017-09-01 09:59:59+00:00,65.77542
2017-09-01 10:59:59+00:00,64.91004
2017-09-01 11:59:59+00:00,65.37725
2017-09-01 12:59:59+00:00,66.115234
2017-09-01 13:59:59+00:00,64.09029
2017-09-01 14:59:59+00:00,64.02481
2017-09-01 15:59:59+00:00,59.493378
2017-09-01 16:59:59+00:00,59.14379
2017-09-01 17:59:59+00:00,60.82354
2017-09-01 18:59:59+00:00,60.96545
2017-09-01 19:59:59+00:00,60.562305
2017-09-01 20:59:59+00:00,62.6834
2017-09-01 21:59:59+00:00,61.963467
2017-09-01 22:59:59+00:00,60.00818
2017-09-01 23:59:59+00:00,58.99232
2017-09-02 00:59:59+00:00,58.137535
2017-09-02 01:59:59+00:00,58.097755
2017-09-02 02:59:59+00:00,58.108967
2017-09-02 03:59:59+00:00,60.671772
2017-09-02 04:59:59+00:00,61.937878
2017-09-02 05:59:59+00:00,52.950478
2017-09-02 06:59:59+00:00,53.128643
2017-09-02 07:59:59+00:00,59.71231
2017-09-02 08:59:59+00:00,61.27826
2017-09-02 09:59:59+00:00,62.6555
2017-09-02 10:59:59+00:00,55.774918
2017-09-02 11:59:59+00:00,56.112778
2017-09-02 12:59:59+00:00,56.85225
2017-09-02 13:59:59+00:00,49.93223
2017-09-02 14:59:59+00:00,51.608887
2017-09-02 15:59:59+00:00,51.807545
2017-09-02 16:59:59+00:00,51.044792
2017-09-02 17:59:59+00:00,50.411648
2017-09-02 18:59:59+00:00,52.16848
2017-09-02 19:59:59+00:00,56.307423
2017-09-02 20:59:59+00:00,55.97085
2017-09-02 21:59:59+00:00,57.263103
2017-09-02 22:59:59+00:00,57.28636
2017-09-02 23:59:59+00:00,54.800083
2017-09-03 00:59:59+00:00,56.873016
2017-09-03 01:59:59+00:00,54.516674
2017-09-03 02:59:59+00:00,56.928673
2017-09-03 03:59:59+00:00,56.198936
2017-09-03 04:59:59+00:00,55.48728
2017-09-03 05:59:59+00:00,51.80473
2017-09-03 06:59:59+00:00,54.85227
2017-09-03 07:59:59+00:00,58.101234
2017-09-03 08:59:59+00:00,58.40155
2017-09-03 09:59:59+00:00,60.06428
2017-09-03 10:59:59+00:00,62.620846
2017-09-03 11:59:59+00:00,58.457146
2017-09-03 12:59:59+00:00,59.0371
2017-09-03 13:59:59+00:00,61.134186
2017-09-03 14:59:59+00:00,60.61275
2017-09-03 15:59:59+00:00,60.885464
2017-09-03 16:59:59+00:00,59.215534
2017-09-03 17:59:59+00:00,55.380726
2017-09-03 18:59:59+00:00,57.2153
2017-09-03 19:59:59+00:00,56.339138
2017-09-03 20:59:59+00:00,57.34466
2017-09-03 21:59:59+00:00,54.07481
2017-09-03 22:59:59+00:00,56.83882
2017-09-03 23:59:59+00:00,60.631535
2017-09-04 00:59:59+00:00,58.204895
2017-09-04 01:59:59+00:00,57.52015
2017-09-04 02:59:59+00:00,57.51229
2017-09-04 03:59:59+00:00,58.627975
2017-09-04 04:59:59+00:00,57.43023
2017-09-04 05:59:59+00:00,57.204742
2017-09-04 06:59:59+00:00,55.6882
2017-09-04 07:59:59+00:00,61.199306
2017-09-04 08:59:59+00:00,59.827747
2017-09-04 09:59:59+00:00,53.888763
2017-09-04 10:59:59+00:00,56.282917
2017-09-04 11:59:59+00:00,52.893124
2017-09-04 12:59:59+00:00,53.204304
2017-09-04 13:59:59+00:00,53.674255
2017-09-04 14:59:59+00:00,57.943233
2017-09-04 15:59:59+00:00,59.0866
2017-09-04 16:59:59+00:00,59.004776
2017-09-04 17:59:59+00:00,57.943027
2017-09-04 18:59:59+00:00,52.86215
2017-09-04 19:59:59+00:00,52.744747
2017-09-04 20:59:59+00:00,53.060528
2017-09-04 21:59:59+00:00,53.281075
2017-09-04 22:59:59+00:00,53.164234
2017-09-04 23:59:59+00:00,53.613224
2017-09-05 00:59:59+00:00,54.960827
2017-09-05 01:59:59+00:00,54.697315
2017-09-05 02:59:59+00:00,54.697315
2017-09-05 03:59:59+00:00,54.73164
2017-09-05 04:59:59+00:00,53.980694
2017-09-05 05:59:59+00:00,54.297184
2017-09-05 06:59:59+00:00,53.89392
2017-09-05 07:59:59+00:00,53.813194
2017-09-05 08:59:59+00:00,51.09997
2017-09-05 09:59:59+00:00,51.91636
2017-09-05 10:59:59+00:00,54.000065
2017-09-05 11:59:59+00:00,53.387035
2017-09-05 12:59:59+00:00,53.93259
2017-09-05 13:59:59+00:00,53.911324
2017-09-05 14:59:59+00:00,61.395325
2017-09-05 15:59:59+00:00,60.999172
2017-09-05 16:59:59+00:00,60.065514
2017-09-05 17:59:59+00:00,58.272263
2017-09-05 18:59:59+00:00,53.94366
2017-09-05 19:59:59+00:00,53.87283
2017-09-05 20:59:59+00:00,54.120296
2017-09-05 21:59:59+00:00,54.086
2017-09-05 22:59:59+00:00,54.105362
2017-09-05 23:59:59+00:00,54.34021
2017-09-06 00:59:59+00:00,55.005665
2017-09-06 01:59:59+00:00,55.323902
2017-09-06 02:59:59+00:00,56.432384
2017-09-06 03:59:59+00:00,55.36134
2017-09-06 04:59:59+00:00,56.627483
2017-09-06 05:59:59+00:00,56.17803
2017-09-06 06:59:59+00:00,56.057262
2017-09-06 07:59:59+00:00,55.799965
2017-09-06 08:59:59+00:00,55.48758
2017-09-06 09:59:59+00:00,55.505356
2017-09-06 10:59:59+00:00,55.45487
2017-09-06 11:59:59+00:00,54.808933
2017-09-06 12:59:59+00:00,54.53754
2017-09-06 13:59:59+00:00,57.859764
2017-09-06 14:59:59+00:00,58.594166
2017-09-06 15:59:59+00:00,58.75949
2017-09-06 16:59:59+00:00,58.62099
2017-09-06 17:59:59+00:00,57.25048
2017-09-06 18:59:59+00:00,58.20219
2017-09-06 19:59:59+00:00,55.33509
2017-09-06 20:59:59+00:00,55.21257
2017-09-06 21:59:59+00:00,54.869137
2017-09-06 22:59:59+00:00,54.578594
2017-09-06 23:59:59+00:00,54.80161
2017-09-07 00:59:59+00:00,54.42357
2017-09-07 01:59:59+00:00,55.55103
2017-09-07 02:59:59+00:00,55.704315
2017-09-07 03:59:59+00:00,55.46163
2017-09-07 04:59:59+00:00,54.510826
2017-09-07 05:59:59+00:00,55.169853
2017-09-07 06:59:59+00:00,55.34834
2017-09-07 07:59:59+00:00,55.34834
2017-09-07 08:59:59+00:00,54.40832
2017-09-07 09:59:59+00:00,57.07571
2017-09-07 10:59:59+00:00,56.898212
2017-09-07 11:59:59+00:00,56.656567
2017-09-07 12:59:59+00:00,52.36346
2017-09-07 13:59:59+00:00,48.140907
2017-09-07 14:59:59+00:00,51.389843
2017-09-07 15:59:59+00:00,51.095688
2017-09-07 16:59:59+00:00,44.851852
2017-09-07 17:59:59+00:00,48.560955
2017-09-07 18:59:59+00:00,42.940792
2017-09-07 19:59:59+00:00,50.12409
2017-09-07 20:59:59+00:00,53.115086
2017-09-07 21:59:59+00:00,51.686916
2017-09-07 22:59:59+00:00,57.927433
2017-09-07 23:59:59+00:00,59.587128
2017-09-08 00:59:59+00:00,62.62432
2017-09-08 01:59:59+00:00,56.261494
2017-09-08 02:59:59+00:00,63.561684
2017-09-08 03:59:59+00:00,65.518196
2017-09-08 04:59:59+00:00,64.04295
2017-09-08 05:59:59+00:00,62.331978
2017-09-08 06:59:59+00:00,55.172943
2017-09-08 07:59:59+00:00,62.115192
2017-09-08 08:59:59+00:00,64.33075
2017-09-08 09:59:59+00:00,62.305378
2017-09-08 10:59:59+00:00,64.125786
2017-09-08 11:59:59+00:00,63.994232
2017-09-08 12:59:59+00:00,65.48778
2017-09-08 13:59:59+00:00,63.266735
2017-09-08 14:59:59+00:00,62.382946
2017-09-08 15:59:59+00:00,66.44416
2017-09-08 16:59:59+00:00,65.976746
2017-09-08 17:59:59+00:00,65.74748
2017-09-08 18:59:59+00:00,62.849037
2017-09-08 19:59:59+00:00,62.516346
2017-09-08 20:59:59+00:00,65.58145
2017-09-08 21:59:59+00:00,63.23298
2017-09-08 22:59:59+00:00,63.824028
2017-09-08 23:59:59+00:00,62.083
2017-09-09 00:59:59+00:00,61.105602
2017-09-09 01:59:59+00:00,64.19893
2017-09-09 02:59:59+00:00,64.15496
2017-09-09 03:59:59+00:00,62.376495
2017-09-09 04:59:59+00:00,63.16674
2017-09-09 05:59:59+00:00,62.61081
2017-09-09 06:59:59+00:00,64.62606
2017-09-09 07:59:59+00:00,64.6936
2017-09-09 08:59:59+00:00,64.81047
2017-09-09 09:59:59+00:00,61.0455
2017-09-09 10:59:59+00:00,61.497772
2017-09-09 11:59:59+00:00,66.6268
2017-09-09 12:59:59+00:00,65.34977
2017-09-09 13:59:59+00:00,63.664772
2017-09-09 14:59:59+00:00,64.33122
2017-09-09 15:59:59+00:00,66.159546
2017-09-09 16:59:59+00:00,62.428387
2017-09-09 17:59:59+00:00,65.187965
2017-09-09 18:59:59+00:00,65.277466
2017-09-09 19:59:59+00:00,66.63238
2017-09-09 20:59:59+00:00,67.183556
2017-09-09 21:59:59+00:00,67.723564
2017-09-09 22:59:59+00:00,66.97623
2017-09-09 23:59:59+00:00,63.37172
2017-09-10 00:59:59+00:00,63.53096
2017-09-10 01:59:59+00:00,64.05534
2017-09-10 02:59:59+00:00,63.8355
2017-09-10 03:59:59+00:00,64.550705
2017-09-10 04:59:59+00:00,64.46239
2017-09-10 05:59:59+00:00,63.92152
2017-09-10 06:59:59+00:00,65.00443
2017-09-10 07:59:59+00:00,65.53621
2017-09-10 08:59:59+00:00,65.095795
