date,final.output.recovery
2016-09-01 00:59:59+00:00,65.550545
2016-09-01 01:59:59+00:00,64.83818
2016-09-01 02:59:59+00:00,63.28279
2016-09-01 03:59:59+00:00,64.17812
2016-09-01 04:59:59+00:00,66.40911
2016-09-01 05:59:59+00:00,67.07685
2016-09-01 06:59:59+00:00,64.28027
2016-09-01 07:59:59+00:00,61.159897
2016-09-01 08:59:59+00:00,60.421425
2016-09-01 09:59:59+00:00,60.996967
2016-09-01 10:59:59+00:00,57.247116
2016-09-01 11:59:59+00:00,58.32905
2016-09-01 12:59:59+00:00,58.591545
2016-09-01 13:59:59+00:00,58.481556
2016-09-01 14:59:59+00:00,59.398037
2016-09-01 15:59:59+00:00,60.927975
2016-09-01 16:59:59+00:00,59.574165
2016-09-01 17:59:59+00:00,59.045048
2016-09-01 18:59:59+00:00,57.87686
2016-09-01 19:59:59+00:00,56.946815
2016-09-01 20:59:59+00:00,56.58167
2016-09-01 21:59:59+00:00,55.909657
2016-09-01 22:59:59+00:00,58.53302
2016-09-01 23:59:59+00:00,60.34961
2016-09-02 00:59:59+00:00,60.123203
2016-09-02 01:59:59+00:00,59.673203
2016-09-02 02:59:59+00:00,56.390778
2016-09-02 03:59:59+00:00,56.47821
2016-09-02 04:59:59+00:00,57.357838
2016-09-02 05:59:59+00:00,59.42391
2016-09-02 06:59:59+00:00,44.44802
2016-09-02 07:59:59+00:00,48.827908
2016-09-02 08:59:59+00:00,41.615833
2016-09-02 09:59:59+00:00,54.59178
2016-09-02 10:59:59+00:00,64.59651
2016-09-02 11:59:59+00:00,53.70149
2016-09-02 12:59:59+00:00,58.79308
2016-09-02 13:59:59+00:00,57.335533
2016-09-02 14:59:59+00:00,57.59624
2016-09-02 15:59:59+00:00,58.32468
2016-09-02 16:59:59+00:00,57.208813
2016-09-02 17:59:59+00:00,58.408985
2016-09-02 18:59:59+00:00,58.20348
2016-09-02 19:59:59+00:00,59.60841
2016-09-02 20:59:59+00:00,57.701885
2016-09-02 21:59:59+00:00,59.517014
2016-09-02 22:59:59+00:00,58.634903
2016-09-02 23:59:59+00:00,58.493164
2016-09-03 00:59:59+00:00,56.21063
2016-09-03 01:59:59+00:00,55.968586
2016-09-03 02:59:59+00:00,55.318542
2016-09-03 03:59:59+00:00,56.75429
2016-09-03 04:59:59+00:00,57.419117
2016-09-03 05:59:59+00:00,56.39065
2016-09-03 06:59:59+00:00,57.037148
2016-09-03 07:59:59+00:00,58.060165
2016-09-03 08:59:59+00:00,59.70919
2016-09-03 09:59:59+00:00,57.309597
2016-09-03 10:59:59+00:00,57.182198
2016-09-03 11:59:59+00:00,56.276
2016-09-03 12:59:59+00:00,56.67457
2016-09-03 13:59:59+00:00,58.368305
2016-09-03 14:59:59+00:00,56.540367
2016-09-03 15:59:59+00:00,57.459267
2016-09-03 16:59:59+00:00,57.619534
2016-09-03 17:59:59+00:00,56.001072
2016-09-03 18:59:59+00:00,55.486374
2016-09-03 19:59:59+00:00,55.395885
2016-09-03 20:59:59+00:00,55.705524
2016-09-03 21:59:59+00:00,56.12391
2016-09-03 22:59:59+00:00,56.423683
2016-09-03 23:59:59+00:00,57.134884
2016-09-04 00:59:59+00:00,56.609665
2016-09-04 01:59:59+00:00,55.780857
2016-09-04 02:59:59+00:00,55.853657
2016-09-04 03:59:59+00:00,56.721985
2016-09-04 04:59:59+00:00,56.58767
2016-09-04 05:59:59+00:00,54.56452
2016-09-04 06:59:59+00:00,57.053524
2016-09-04 07:59:59+00:00,56.10163
2016-09-04 08:59:59+00:00,56.138588
2016-09-04 09:59:59+00:00,57.23084
2016-09-04 10:59:59+00:00,56.400948
2016-09-04 11:59:59+00:00,57.36492
2016-09-04 12:59:59+00:00,55.946606
2016-09-04 13:59:59+00:00,57.614098
2016-09-04 14:59:59+00:00,58.907894
2016-09-04 15:59:59+00:00,58.68459
2016-09-04 16:59:59+00:00,58.310905
2016-09-04 17:59:59+00:00,58.6927
2016-09-04 18:59:59+00:00,58.133236
2016-09-04 19:59:59+00:00,57.49076
2016-09-04 20:59:59+00:00,58.977097
2016-09-04 21:59:59+00:00,57.196316
2016-09-04 22:59:59+00:00,57.370995
2016-09-04 23:59:59+00:00,56.738735
2016-09-05 00:59:59+00:00,56.59001
2016-09-05 01:59:59+00:00,56.48208
2016-09-05 02:59:59+00:00,49.74864
2016-09-05 03:59:59+00:00,56.696583
2016-09-05 04:59:59+00:00,56.39227
2016-09-05 05:59:59+00:00,56.926094
2016-09-05 06:59:59+00:00,55.811653
2016-09-05 07:59:59+00:00,55.659187
2016-09-05 08:59:59+00:00,54.950874
2016-09-05 09:59:59+00:00,56.41462
2016-09-05 10:59:59+00:00,59.41604
2016-09-05 11:59:59+00:00,59.814774
2016-09-05 12:59:59+00:00,57.681606
2016-09-05 13:59:59+00:00,58.367413
2016-09-05 14:59:59+00:00,59.696205
2016-09-05 15:59:59+00:00,60.12123
2016-09-05 16:59:59+00:00,60.356567
2016-09-05 17:59:59+00:00,59.564342
2016-09-05 18:59:59+00:00,58.853077
2016-09-05 19:59:59+00:00,60.910816
2016-09-05 20:59:59+00:00,60.639378
2016-09-05 21:59:59+00:00,59.04244
2016-09-05 22:59:59+00:00,58.71511
2016-09-05 23:59:59+00:00,61.305435
2016-09-06 00:59:59+00:00,59.560547
2016-09-06 01:59:59+00:00,60.27427
2016-09-06 02:59:59+00:00,60.463303
2016-09-06 03:59:59+00:00,60.807034
2016-09-06 04:59:59+00:00,59.377613
2016-09-06 05:59:59+00:00,60.02329
2016-09-06 06:59:59+00:00,60.103504
2016-09-06 07:59:59+00:00,60.392906
2016-09-06 08:59:59+00:00,57.052788
2016-09-06 09:59:59+00:00,57.06862
2016-09-06 10:59:59+00:00,60.657707
2016-09-06 11:59:59+00:00,60.04623
2016-09-06 12:59:59+00:00,61.93485
2016-09-06 13:59:59+00:00,60.32252
2016-09-06 14:59:59+00:00,60.19249
2016-09-06 15:59:59+00:00,60.084614
2016-09-06 16:59:59+00:00,57.09929
2016-09-06 17:59:59+00:00,58.402493
2016-09-06 18:59:59+00:00,57.533215
2016-09-06 19:59:59+00:00,57.979435
2016-09-06 20:59:59+00:00,58.85104
2016-09-06 21:59:59+00:00,58.82421
2016-09-06 22:59:59+00:00,58.183475
2016-09-06 23:59:59+00:00,58.736294
2016-09-07 00:59:59+00:00,59.627235
2016-09-07 01:59:59+00:00,57.789917
2016-09-07 02:59:59+00:00,58.440506
2016-09-07 03:59:59+00:00,58.730286
2016-09-07 04:59:59+00:00,57.87164
2016-09-07 05:59:59+00:00,59.78178
2016-09-07 06:59:59+00:00,57.989082
2016-09-07 07:59:59+00:00,58.47859
2016-09-07 08:59:59+00:00,58.612732
2016-09-07 09:59:59+00:00,57.87496
2016-09-07 10:59:59+00:00,58.636036
2016-09-07 11:59:59+00:00,59.449577
2016-09-07 12:59:59+00:00,59.591827
2016-09-07 13:59:59+00:00,59.569633
2016-09-07 14:59:59+00:00,59.829567
2016-09-07 15:59:59+00:00,58.712677
2016-09-07 16:59:59+00:00,58.631996
2016-09-07 17:59:59+00:00,58.251244
2016-09-07 18:59:59+00:00,59.321793
2016-09-07 19:59:59+00:00,58.353172
2016-09-07 20:59:59+00:00,58.70568
2016-09-07 21:59:59+00:00,59.28779
2016-09-07 22:59:59+00:00,60.66689
2016-09-07 23:59:59+00:00,59.675617
2016-09-08 00:59:59+00:00,58.8394
2016-09-08 01:59:59+00:00,55.190475
2016-09-08 02:59:59+00:00,58.32872
2016-09-08 03:59:59+00:00,59.86641
2016-09-08 04:59:59+00:00,59.259045
2016-09-08 05:59:59+00:00,59.310856
2016-09-08 06:59:59+00:00,58.707962
2016-09-08 07:59:59+00:00,57.76436
2016-09-08 08:59:59+00:00,57.809113
2016-09-08 09:59:59+00:00,57.52556
2016-09-08 10:59:59+00:00,56.93367
2016-09-08 11:59:59+00:00,57.153008
2016-09-08 12:59:59+00:00,54.95979
2016-09-08 13:59:59+00:00,56.90241
2016-09-08 14:59:59+00:00,56.368233
2016-09-08 15:59:59+00:00,53.96447
2016-09-08 16:59:59+00:00,55.59071
2016-09-08 17:59:59+00:00,56.26835
2016-09-08 18:59:59+00:00,57.098892
2016-09-08 19:59:59+00:00,56.975746
2016-09-08 20:59:59+00:00,57.01457
2016-09-08 21:59:59+00:00,58.15116
2016-09-08 22:59:59+00:00,57.247833
2016-09-08 23:59:59+00:00,58.502884
2016-09-09 00:59:59+00:00,57.75431
2016-09-09 01:59:59+00:00,56.7031
2016-09-09 02:59:59+00:00,56.24131
2016-09-09 03:59:59+00:00,57.286266
2016-09-09 04:59:59+00:00,58.178852
2016-09-09 05:59:59+00:00,54.91814
2016-09-09 06:59:59+00:00,52.662277
2016-09-09 07:59:59+00:00,55.096783
2016-09-09 08:59:59+00:00,56.862247
2016-09-09 09:59:59+00:00,54.995705
2016-09-09 10:59:59+00:00,57.88936
2016-09-09 11:59:59+00:00,56.223175
2016-09-09 12:59:59+00:00,57.100285
2016-09-09 13:59:59+00:00,57.405277
2016-09-09 14:59:59+00:00,55.749016
2016-09-09 15:59:59+00:00,59.447334
2016-09-09 16:59:59+00:00,58.50086
2016-09-09 17:59:59+00:00,59.450714
2016-09-09 18:59:59+00:00,59.054893
2016-09-09 19:59:59+00:00,60.85967
2016-09-09 20:59:59+00:00,59.77836
2016-09-09 21:59:59+00:00,61.204063
2016-09-09 22:59:59+00:00,60.436935
2016-09-09 23:59:59+00:00,59.96126
2016-09-10 00:59:59+00:00,58.208065
2016-09-10 01:59:59+00:00,61.20964
