date,rougher.output.recovery
2017-09-01 00:59:59+00:00,85.3909559740648
2017-09-01 01:59:59+00:00,85.08012690121095
2017-09-01 02:59:59+00:00,85.12605576241603
2017-09-01 03:59:59+00:00,85.00202903437237
2017-09-01 04:59:59+00:00,85.39831448661863
2017-09-01 05:59:59+00:00,85.1508533872407
2017-09-01 06:59:59+00:00,85.05890805474867
2017-09-01 07:59:59+00:00,85.11159282296552
2017-09-01 08:59:59+00:00,85.00884783645319
2017-09-01 09:59:59+00:00,85.58259628019927
2017-09-01 10:59:59+00:00,85.0066438631574
2017-09-01 11:59:59+00:00,85.00926583302638
2017-09-01 12:59:59+00:00,85.20841218224047
2017-09-01 13:59:59+00:00,85.39615997072197
2017-09-01 14:59:59+00:00,85.5160141324005
2017-09-01 15:59:59+00:00,85.23173817945676
2017-09-01 16:59:59+00:00,85.53609784742943
2017-09-01 17:59:59+00:00,85.04472335918743
2017-09-01 18:59:59+00:00,85.23866232121647
2017-09-01 19:59:59+00:00,85.064487330415
2017-09-01 20:59:59+00:00,85.34257881154365
2017-09-01 21:59:59+00:00,85.48266417685713
2017-09-01 22:59:59+00:00,85.4458774470603
2017-09-01 23:59:59+00:00,85.44101613650082
2017-09-02 00:59:59+00:00,85.48232411363793
2017-09-02 01:59:59+00:00,85.0871785462138
2017-09-02 02:59:59+00:00,85.27118669473786
2017-09-02 03:59:59+00:00,85.2077547073189
2017-09-02 04:59:59+00:00,84.53406959470351
2017-09-02 05:59:59+00:00,85.03896350069118
2017-09-02 06:59:59+00:00,85.08674399250219
2017-09-02 07:59:59+00:00,85.38960939130361
2017-09-02 08:59:59+00:00,84.75103305956574
2017-09-02 09:59:59+00:00,86.10610247221649
2017-09-02 10:59:59+00:00,82.35052613122818
2017-09-02 11:59:59+00:00,83.0069608639067
2017-09-02 12:59:59+00:00,78.05180068223814
2017-09-02 13:59:59+00:00,78.01058758089931
2017-09-02 14:59:59+00:00,77.15320908498109
2017-09-02 15:59:59+00:00,78.46855765541751
2017-09-02 16:59:59+00:00,80.87628332432196
2017-09-02 17:59:59+00:00,80.83851972357898
2017-09-02 18:59:59+00:00,81.88037655293087
2017-09-02 19:59:59+00:00,82.90947367175345
2017-09-02 20:59:59+00:00,84.01175646791333
2017-09-02 21:59:59+00:00,84.01322949670171
2017-09-02 22:59:59+00:00,84.0126885287192
2017-09-02 23:59:59+00:00,84.01286916367582
2017-09-03 00:59:59+00:00,83.06712995088068
2017-09-03 01:59:59+00:00,82.28213331396928
2017-09-03 02:59:59+00:00,84.01110184241695
2017-09-03 03:59:59+00:00,84.01006872936846
2017-09-03 04:59:59+00:00,84.00803949487566
2017-09-03 05:59:59+00:00,84.0112707397076
2017-09-03 06:59:59+00:00,83.06893715018342
2017-09-03 07:59:59+00:00,85.17035791490633
2017-09-03 08:59:59+00:00,85.24221450584426
2017-09-03 09:59:59+00:00,85.28082338633794
2017-09-03 10:59:59+00:00,85.29808824538871
2017-09-03 11:59:59+00:00,85.17540022426402
2017-09-03 12:59:59+00:00,80.6714607205897
2017-09-03 13:59:59+00:00,80.5657201856345
2017-09-03 14:59:59+00:00,80.38133391109795
2017-09-03 15:59:59+00:00,80.27773648608282
2017-09-03 16:59:59+00:00,81.49545860040547
2017-09-03 17:59:59+00:00,83.00685917982953
2017-09-03 18:59:59+00:00,80.96827250513537
2017-09-03 19:59:59+00:00,85.25724870421634
2017-09-03 20:59:59+00:00,85.24995597252577
2017-09-03 21:59:59+00:00,85.17718323934287
2017-09-03 22:59:59+00:00,85.26735627150292
2017-09-03 23:59:59+00:00,85.2127298103957
2017-09-04 00:59:59+00:00,83.45216784110225
2017-09-04 01:59:59+00:00,84.00130399613073
2017-09-04 02:59:59+00:00,84.16948850681295
2017-09-04 03:59:59+00:00,85.17694636119127
2017-09-04 04:59:59+00:00,85.17563816573035
2017-09-04 05:59:59+00:00,85.24718010241753
2017-09-04 06:59:59+00:00,79.89549056259183
2017-09-04 07:59:59+00:00,85.23942215415578
2017-09-04 08:59:59+00:00,84.75169233910708
2017-09-04 09:59:59+00:00,84.68304608935695
2017-09-04 10:59:59+00:00,82.349374417733
2017-09-04 11:59:59+00:00,84.55388957133093
2017-09-04 12:59:59+00:00,84.78292947952433
2017-09-04 13:59:59+00:00,85.0996132666681
2017-09-04 14:59:59+00:00,85.1096052696381
2017-09-04 15:59:59+00:00,84.43603532898672
2017-09-04 16:59:59+00:00,84.44627532354582
2017-09-04 17:59:59+00:00,85.14648235805674
2017-09-04 18:59:59+00:00,85.14580854926601
2017-09-04 19:59:59+00:00,85.10234258308914
2017-09-04 20:59:59+00:00,85.1197247450201
2017-09-04 21:59:59+00:00,84.86236303297872
2017-09-04 22:59:59+00:00,84.95381412271605
2017-09-04 23:59:59+00:00,84.97211345065311
2017-09-05 00:59:59+00:00,84.98725381356698
2017-09-05 01:59:59+00:00,85.0603949637916
2017-09-05 02:59:59+00:00,84.95593802650447
2017-09-05 03:59:59+00:00,84.97274217043032
2017-09-05 04:59:59+00:00,84.94252999906384
2017-09-05 05:59:59+00:00,84.95854110664114
2017-09-05 06:59:59+00:00,84.98457573531424
2017-09-05 07:59:59+00:00,84.97081609705232
2017-09-05 08:59:59+00:00,84.64690352370353
2017-09-05 09:59:59+00:00,84.66440982041006
2017-09-05 10:59:59+00:00,84.93961809084536
2017-09-05 11:59:59+00:00,84.94356915926872
2017-09-05 12:59:59+00:00,84.94302529353111
2017-09-05 13:59:59+00:00,84.94302529353111
2017-09-05 14:59:59+00:00,84.95674872832758
2017-09-05 15:59:59+00:00,84.95800408613107
2017-09-05 16:59:59+00:00,84.94507300521357
2017-09-05 17:59:59+00:00,83.37750817233534
2017-09-05 18:59:59+00:00,84.94524835917088
2017-09-05 19:59:59+00:00,84.95410107090073
2017-09-05 20:59:59+00:00,84.94613846119078
2017-09-05 21:59:59+00:00,85.04215080373551
2017-09-05 22:59:59+00:00,85.04223618398943
2017-09-05 23:59:59+00:00,84.94528837379421
2017-09-06 00:59:59+00:00,84.94478368881708
2017-09-06 01:59:59+00:00,84.95231501958297
2017-09-06 02:59:59+00:00,84.94655054063722
2017-09-06 03:59:59+00:00,84.94672615418344
2017-09-06 04:59:59+00:00,84.94852072594502
2017-09-06 05:59:59+00:00,84.9465337539447
2017-09-06 06:59:59+00:00,84.97082947475258
2017-09-06 07:59:59+00:00,84.95508474321275
2017-09-06 08:59:59+00:00,84.95574201110944
2017-09-06 09:59:59+00:00,84.94634323929726
2017-09-06 10:59:59+00:00,84.9418502447871
2017-09-06 11:59:59+00:00,84.94237731738919
2017-09-06 12:59:59+00:00,84.94224208953013
2017-09-06 13:59:59+00:00,84.95182195908404
2017-09-06 14:59:59+00:00,84.94616308171454
2017-09-06 15:59:59+00:00,84.94250981481163
2017-09-06 16:59:59+00:00,84.94403413835997
2017-09-06 17:59:59+00:00,83.2296248931341
2017-09-06 18:59:59+00:00,84.9463011282013
2017-09-06 19:59:59+00:00,84.94603542195944
2017-09-06 20:59:59+00:00,84.9451634309648
2017-09-06 21:59:59+00:00,84.95587841668542
2017-09-06 22:59:59+00:00,84.95484940929072
2017-09-06 23:59:59+00:00,84.94695028677795
2017-09-07 00:59:59+00:00,84.95790165833415
2017-09-07 01:59:59+00:00,85.0421611025248
2017-09-07 02:59:59+00:00,84.94475696516808
2017-09-07 03:59:59+00:00,84.95615655432303
2017-09-07 04:59:59+00:00,84.94632815383042
2017-09-07 05:59:59+00:00,84.9463068930247
2017-09-07 06:59:59+00:00,84.94163338947996
2017-09-07 07:59:59+00:00,84.87072553129947
2017-09-07 08:59:59+00:00,84.93803836778478
2017-09-07 09:59:59+00:00,84.87060034907638
2017-09-07 10:59:59+00:00,84.95514415230986
2017-09-07 11:59:59+00:00,81.94274858264237
2017-09-07 12:59:59+00:00,80.42500282201757
2017-09-07 13:59:59+00:00,80.37677492577953
2017-09-07 14:59:59+00:00,79.38352630444813
2017-09-07 15:59:59+00:00,72.42418336273217
2017-09-07 16:59:59+00:00,74.40036074719438
2017-09-07 17:59:59+00:00,78.73664924778227
2017-09-07 18:59:59+00:00,80.52854293889781
2017-09-07 19:59:59+00:00,80.53994131166404
2017-09-07 20:59:59+00:00,84.59988517034799
2017-09-07 21:59:59+00:00,82.06785982862482
2017-09-07 22:59:59+00:00,82.29918051709878
2017-09-07 23:59:59+00:00,83.0526906375165
2017-09-08 00:59:59+00:00,84.9415837820504
2017-09-08 01:59:59+00:00,82.66154256781557
2017-09-08 02:59:59+00:00,82.65511774161524
2017-09-08 03:59:59+00:00,83.92633274862372
2017-09-08 04:59:59+00:00,83.93884491115193
2017-09-08 05:59:59+00:00,82.77227443755099
2017-09-08 06:59:59+00:00,83.90572942481968
2017-09-08 07:59:59+00:00,84.05477007499324
2017-09-08 08:59:59+00:00,83.91304482880587
2017-09-08 09:59:59+00:00,83.58607981656048
2017-09-08 10:59:59+00:00,82.86269252291329
2017-09-08 11:59:59+00:00,84.18683093809959
2017-09-08 12:59:59+00:00,83.86287817375884
2017-09-08 13:59:59+00:00,84.03972404597987
2017-09-08 14:59:59+00:00,84.15400262350144
2017-09-08 15:59:59+00:00,83.93372568968033
2017-09-08 16:59:59+00:00,84.06498094183668
2017-09-08 17:59:59+00:00,84.16320838784465
2017-09-08 18:59:59+00:00,83.9328719429203
2017-09-08 19:59:59+00:00,84.16313063586155
2017-09-08 20:59:59+00:00,83.92090367901152
2017-09-08 21:59:59+00:00,84.05096238811365
2017-09-08 22:59:59+00:00,84.05448072017208
2017-09-08 23:59:59+00:00,84.1215331248748
2017-09-09 00:59:59+00:00,84.37598196614165
2017-09-09 01:59:59+00:00,84.37540286576701
2017-09-09 02:59:59+00:00,84.38759981459353
2017-09-09 03:59:59+00:00,84.37675436921845
2017-09-09 04:59:59+00:00,84.37653243564866
2017-09-09 05:59:59+00:00,84.40226401824908
2017-09-09 06:59:59+00:00,84.16257724613595
2017-09-09 07:59:59+00:00,84.04673515515827
2017-09-09 08:59:59+00:00,83.89903457737485
2017-09-09 09:59:59+00:00,84.1963286532901
2017-09-09 10:59:59+00:00,84.37580923059075
2017-09-09 11:59:59+00:00,84.38729974762651
2017-09-09 12:59:59+00:00,84.3758439077891
2017-09-09 13:59:59+00:00,84.19464287460589
2017-09-09 14:59:59+00:00,84.37499907440584
2017-09-09 15:59:59+00:00,84.3732722483696
2017-09-09 16:59:59+00:00,85.95250612749518
2017-09-09 17:59:59+00:00,85.66924824161116
2017-09-09 18:59:59+00:00,85.59502089639729
2017-09-09 19:59:59+00:00,85.68338958470834
2017-09-09 20:59:59+00:00,85.57253938034277
2017-09-09 21:59:59+00:00,85.55633251556243
2017-09-09 22:59:59+00:00,85.60807029292245
2017-09-09 23:59:59+00:00,85.5736348343617
2017-09-10 00:59:59+00:00,85.59022081802702
2017-09-10 01:59:59+00:00,85.47491858304878
2017-09-10 02:59:59+00:00,85.51484770371773
2017-09-10 03:59:59+00:00,85.51851392343451
2017-09-10 04:59:59+00:00,85.51601785582204
2017-09-10 05:59:59+00:00,85.51410686443715
2017-09-10 06:59:59+00:00,85.47638162614007
2017-09-10 07:59:59+00:00,85.51733536891031
2017-09-10 08:59:59+00:00,85.54272808087028
2017-09-10 09:59:59+00:00,85.51729307611264
2017-09-10 10:59:59+00:00,85.51812704933141
2017-09-10 11:59:59+00:00,85.5680571517508
2017-09-10 12:59:59+00:00,85.32394278340554
2017-09-10 13:59:59+00:00,85.49306336628263
2017-09-10 14:59:59+00:00,85.51614551338076
2017-09-10 15:59:59+00:00,85.51799038382846
2017-09-10 16:59:59+00:00,85.54486381762105
2017-09-10 17:59:59+00:00,85.51597216491216
2017-09-10 18:59:59+00:00,85.57373004048046
2017-09-10 19:59:59+00:00,85.51554717758876
2017-09-10 20:59:59+00:00,85.5160085914613
2017-09-10 21:59:59+00:00,85.56155667065408
2017-09-10 22:59:59+00:00,85.57483529406554
2017-09-10 23:59:59+00:00,85.6399658945284
2017-09-11 00:59:59+00:00,85.51642618545209
2017-09-11 01:59:59+00:00,85.44036568447676
2017-09-11 02:59:59+00:00,85.38893673186138
2017-09-11 03:59:59+00:00,85.27324041040933
2017-09-11 04:59:59+00:00,85.22792624689347
2017-09-11 05:59:59+00:00,85.20839245407504
2017-09-11 06:59:59+00:00,85.22840697025164
2017-09-11 07:59:59+00:00,85.37281887751844
2017-09-11 08:59:59+00:00,85.48201244583224
2017-09-11 09:59:59+00:00,85.71164106951846
2017-09-11 10:59:59+00:00,85.5156228121658
2017-09-11 11:59:59+00:00,85.2318802088657
2017-09-11 12:59:59+00:00,85.25346820330803
2017-09-11 13:59:59+00:00,84.30728003185
2017-09-11 14:59:59+00:00,85.51614587338561
2017-09-11 15:59:59+00:00,85.38728566026673
2017-09-11 16:59:59+00:00,85.2764469797346
2017-09-11 17:59:59+00:00,85.22049694241116
2017-09-11 18:59:59+00:00,85.43926720182486
2017-09-11 19:59:59+00:00,85.33024790362239
2017-09-11 20:59:59+00:00,85.51724162557885
2017-09-11 21:59:59+00:00,85.22615950652387
2017-09-11 22:59:59+00:00,85.3909104007723
2017-09-11 23:59:59+00:00,85.17122625904445
2017-09-12 00:59:59+00:00,85.20692156906905
2017-09-12 01:59:59+00:00,85.24516345535444
2017-09-12 02:59:59+00:00,85.26864708050556
2017-09-12 03:59:59+00:00,85.21179940869378
2017-09-12 04:59:59+00:00,85.39911742138604
2017-09-12 05:59:59+00:00,85.39594442755454
2017-09-12 06:59:59+00:00,85.56404994235464
2017-09-12 07:59:59+00:00,85.58224419718478
2017-09-12 08:59:59+00:00,85.58555406362899
2017-09-12 09:59:59+00:00,85.2317622102649
2017-09-12 10:59:59+00:00,85.51605809722159
2017-09-12 11:59:59+00:00,85.80749988952094
2017-09-12 12:59:59+00:00,85.79248268867416
2017-09-12 13:59:59+00:00,85.65738904335574
2017-09-12 14:59:59+00:00,85.64483007123115
2017-09-12 15:59:59+00:00,85.7450398658062
2017-09-12 16:59:59+00:00,85.51572590490538
2017-09-12 17:59:59+00:00,85.5160853830346
2017-09-12 18:59:59+00:00,85.53769105491483
2017-09-12 19:59:59+00:00,85.7056612541882
2017-09-12 20:59:59+00:00,85.57361663756107
2017-09-12 21:59:59+00:00,85.57388787790192
2017-09-12 22:59:59+00:00,85.5961923894194
2017-09-12 23:59:59+00:00,85.60552402126667
2017-09-13 00:59:59+00:00,85.70449763972584
2017-09-13 01:59:59+00:00,85.812560552161
2017-09-13 02:59:59+00:00,85.81652870149097
2017-09-13 03:59:59+00:00,85.81681728368787
2017-09-13 04:59:59+00:00,85.82253446915183
2017-09-13 05:59:59+00:00,85.87719145006906
2017-09-13 06:59:59+00:00,85.51607406796491
2017-09-13 07:59:59+00:00,85.8465275765682
2017-09-13 08:59:59+00:00,85.78404253395013
2017-09-13 09:59:59+00:00,85.81604686095379
2017-09-13 10:59:59+00:00,85.74546660212647
2017-09-13 11:59:59+00:00,85.56424425000375
2017-09-13 12:59:59+00:00,85.70944952871285
2017-09-13 13:59:59+00:00,85.57414385954223
2017-09-13 14:59:59+00:00,85.51574332187135
2017-09-13 15:59:59+00:00,85.5739009176224
2017-09-13 16:59:59+00:00,85.51720070393681
2017-09-13 17:59:59+00:00,85.77459260691111
2017-09-13 18:59:59+00:00,85.51753214084233
2017-09-13 19:59:59+00:00,85.77941167606856
2017-09-13 20:59:59+00:00,85.51607861051038
2017-09-13 21:59:59+00:00,85.56321631288674
2017-09-13 22:59:59+00:00,85.516049843649
2017-09-13 23:59:59+00:00,85.482018640299
2017-09-14 00:59:59+00:00,85.48634046073093
2017-09-14 01:59:59+00:00,85.44134772286753
2017-09-14 02:59:59+00:00,85.51586976054463
2017-09-14 03:59:59+00:00,85.54922160903438
2017-09-14 04:59:59+00:00,85.56300843594586
2017-09-14 05:59:59+00:00,85.53588019687099
2017-09-14 06:59:59+00:00,85.73062510416521
2017-09-14 07:59:59+00:00,85.48203084920407
2017-09-14 08:59:59+00:00,85.68297737857858
2017-09-14 09:59:59+00:00,85.51702473484293
2017-09-14 10:59:59+00:00,85.75176343422378
2017-09-14 11:59:59+00:00,85.85569843606642
2017-09-14 12:59:59+00:00,85.54263064113336
2017-09-14 13:59:59+00:00,85.64501488667045
2017-09-14 14:59:59+00:00,85.53274265703249
2017-09-14 15:59:59+00:00,85.85940108709387
2017-09-14 16:59:59+00:00,85.51911614528814
2017-09-14 17:59:59+00:00,85.84402710455007
2017-09-14 18:59:59+00:00,85.57523232342945
2017-09-14 19:59:59+00:00,85.51613159641845
2017-09-14 20:59:59+00:00,85.51810820283846
2017-09-14 21:59:59+00:00,85.57658301281361
2017-09-14 22:59:59+00:00,85.56468072202665
2017-09-14 23:59:59+00:00,85.51666840933929
2017-09-15 00:59:59+00:00,85.56420961146385
2017-09-15 01:59:59+00:00,85.54068213431974
2017-09-15 02:59:59+00:00,85.49129400730489
