date,final.output.recovery
2017-09-01 00:59:59+00:00,66.72966905979145
2017-09-01 01:59:59+00:00,66.76161720129214
2017-09-01 02:59:59+00:00,66.14393748136217
2017-09-01 03:59:59+00:00,66.22115385020128
2017-09-01 04:59:59+00:00,67.02804674063455
2017-09-01 05:59:59+00:00,66.38158652502732
2017-09-01 06:59:59+00:00,66.58369602384718
2017-09-01 07:59:59+00:00,66.87270797257571
2017-09-01 08:59:59+00:00,66.63334714509523
2017-09-01 09:59:59+00:00,67.34126865632153
2017-09-01 10:59:59+00:00,67.23524703583601
2017-09-01 11:59:59+00:00,66.90346877935121
2017-09-01 12:59:59+00:00,67.5242410889348
2017-09-01 13:59:59+00:00,66.9552354446416
2017-09-01 14:59:59+00:00,67.38615606185101
2017-09-01 15:59:59+00:00,65.48222342561264
2017-09-01 16:59:59+00:00,64.33837308047482
2017-09-01 17:59:59+00:00,63.87164453775439
2017-09-01 18:59:59+00:00,64.29857034291662
2017-09-01 19:59:59+00:00,64.5801778485698
2017-09-01 20:59:59+00:00,64.24876642108092
2017-09-01 21:59:59+00:00,64.04741287231445
2017-09-01 22:59:59+00:00,63.655391619184556
2017-09-01 23:59:59+00:00,63.955794506400174
2017-09-02 00:59:59+00:00,63.86991827361288
2017-09-02 01:59:59+00:00,63.41293704250381
2017-09-02 02:59:59+00:00,63.86988148969404
2017-09-02 03:59:59+00:00,63.975287897674555
2017-09-02 04:59:59+00:00,63.84689734329383
2017-09-02 05:59:59+00:00,62.33348384627503
2017-09-02 06:59:59+00:00,61.77508684131622
2017-09-02 07:59:59+00:00,63.86951197798597
2017-09-02 08:59:59+00:00,63.84735179686211
2017-09-02 09:59:59+00:00,59.6430103163946
2017-09-02 10:59:59+00:00,55.437875968583754
2017-09-02 11:59:59+00:00,54.74809190372179
2017-09-02 12:59:59+00:00,52.169821063610904
2017-09-02 13:59:59+00:00,51.612131626928246
2017-09-02 14:59:59+00:00,52.179650226835136
2017-09-02 15:59:59+00:00,52.46922697025138
2017-09-02 16:59:59+00:00,49.46707466552205
2017-09-02 17:59:59+00:00,49.4797727548985
2017-09-02 18:59:59+00:00,49.878264915757875
2017-09-02 19:59:59+00:00,50.31772966185351
2017-09-02 20:59:59+00:00,50.525781894855214
2017-09-02 21:59:59+00:00,50.51947860603727
2017-09-02 22:59:59+00:00,50.88944773159908
2017-09-02 23:59:59+00:00,51.19989085157287
2017-09-03 00:59:59+00:00,52.2982633343969
2017-09-03 01:59:59+00:00,50.32475596551282
2017-09-03 02:59:59+00:00,49.72475425746123
2017-09-03 03:59:59+00:00,50.45680192054404
2017-09-03 04:59:59+00:00,49.46356503486169
2017-09-03 05:59:59+00:00,48.58224510932322
2017-09-03 06:59:59+00:00,48.89843857525697
2017-09-03 07:59:59+00:00,49.863755327888896
2017-09-03 08:59:59+00:00,52.79158487774529
2017-09-03 09:59:59+00:00,51.16381946486352
2017-09-03 10:59:59+00:00,50.55247770170033
2017-09-03 11:59:59+00:00,50.5307072543857
2017-09-03 12:59:59+00:00,50.87878756171249
2017-09-03 13:59:59+00:00,50.57810688390608
2017-09-03 14:59:59+00:00,51.61417679155657
2017-09-03 15:59:59+00:00,51.03675033784802
2017-09-03 16:59:59+00:00,50.88291021190059
2017-09-03 17:59:59+00:00,51.14771107594062
2017-09-03 18:59:59+00:00,50.945101881333095
2017-09-03 19:59:59+00:00,51.399713059222826
2017-09-03 20:59:59+00:00,50.709905229340094
2017-09-03 21:59:59+00:00,50.489741260951924
2017-09-03 22:59:59+00:00,50.92652887433538
2017-09-03 23:59:59+00:00,51.653270197580206
2017-09-04 00:59:59+00:00,51.815985421605596
2017-09-04 01:59:59+00:00,52.031664723272236
2017-09-04 02:59:59+00:00,52.41081500030123
2017-09-04 03:59:59+00:00,53.078529059924136
2017-09-04 04:59:59+00:00,53.373347113031066
2017-09-04 05:59:59+00:00,53.66218298187525
2017-09-04 06:59:59+00:00,53.881871048430824
2017-09-04 07:59:59+00:00,58.66040195338938
2017-09-04 08:59:59+00:00,56.790358693128354
2017-09-04 09:59:59+00:00,45.06288913995825
2017-09-04 10:59:59+00:00,40.890801918165536
2017-09-04 11:59:59+00:00,41.64186455174899
2017-09-04 12:59:59+00:00,41.7143203620872
2017-09-04 13:59:59+00:00,41.62052251461686
2017-09-04 14:59:59+00:00,41.074583048523735
2017-09-04 15:59:59+00:00,40.17013436112662
2017-09-04 16:59:59+00:00,39.617937750676255
2017-09-04 17:59:59+00:00,40.02349565591533
2017-09-04 18:59:59+00:00,39.21747892547347
2017-09-04 19:59:59+00:00,39.05044657715763
2017-09-04 20:59:59+00:00,39.08960773402043
2017-09-04 21:59:59+00:00,39.01471982699008
2017-09-04 22:59:59+00:00,39.0444226766124
2017-09-04 23:59:59+00:00,39.06984450325395
2017-09-05 00:59:59+00:00,39.459592460656125
2017-09-05 01:59:59+00:00,39.84315424548885
2017-09-05 02:59:59+00:00,39.87700573876321
2017-09-05 03:59:59+00:00,40.16753707866143
2017-09-05 04:59:59+00:00,40.58708409036939
2017-09-05 05:59:59+00:00,40.87197608306483
2017-09-05 06:59:59+00:00,40.89032263837311
2017-09-05 07:59:59+00:00,40.89857190964993
2017-09-05 08:59:59+00:00,40.29373984194038
2017-09-05 09:59:59+00:00,40.89012077289901
2017-09-05 10:59:59+00:00,40.97557874866424
2017-09-05 11:59:59+00:00,41.542588821792314
2017-09-05 12:59:59+00:00,41.18372154158758
2017-09-05 13:59:59+00:00,41.11233007840383
2017-09-05 14:59:59+00:00,40.94972258961298
2017-09-05 15:59:59+00:00,40.375859931814134
2017-09-05 16:59:59+00:00,39.74477851860006
2017-09-05 17:59:59+00:00,38.885096050584735
2017-09-05 18:59:59+00:00,38.926619410780646
2017-09-05 19:59:59+00:00,38.796494448103495
2017-09-05 20:59:59+00:00,38.821054551451894
2017-09-05 21:59:59+00:00,38.776952856847544
2017-09-05 22:59:59+00:00,38.79613449619113
2017-09-05 23:59:59+00:00,38.854497564803864
2017-09-06 00:59:59+00:00,39.090921271434105
2017-09-06 01:59:59+00:00,39.14989140794415
2017-09-06 02:59:59+00:00,39.153717566528066
2017-09-06 03:59:59+00:00,39.220674064657544
2017-09-06 04:59:59+00:00,39.27089303461588
2017-09-06 05:59:59+00:00,39.34088193046419
2017-09-06 06:59:59+00:00,39.49056292249706
2017-09-06 07:59:59+00:00,40.427869821741936
2017-09-06 08:59:59+00:00,40.89016450285642
2017-09-06 09:59:59+00:00,40.90409651562583
2017-09-06 10:59:59+00:00,41.11153232057197
2017-09-06 11:59:59+00:00,41.55259094725843
2017-09-06 12:59:59+00:00,41.73281326879544
2017-09-06 13:59:59+00:00,41.71738169749331
2017-09-06 14:59:59+00:00,40.96872733566758
2017-09-06 15:59:59+00:00,40.674880819980004
2017-09-06 16:59:59+00:00,39.953244550606215
2017-09-06 17:59:59+00:00,38.95716038013884
2017-09-06 18:59:59+00:00,38.984361474180126
2017-09-06 19:59:59+00:00,38.854889569416294
2017-09-06 20:59:59+00:00,38.88171109343389
2017-09-06 21:59:59+00:00,38.83653799935369
2017-09-06 22:59:59+00:00,38.85781470442803
2017-09-06 23:59:59+00:00,38.91838457247745
2017-09-07 00:59:59+00:00,39.079941996677746
2017-09-07 01:59:59+00:00,39.13338264779384
2017-09-07 02:59:59+00:00,39.135467682124855
2017-09-07 03:59:59+00:00,39.20118922953375
2017-09-07 04:59:59+00:00,39.25114419291105
2017-09-07 05:59:59+00:00,39.32249639655816
2017-09-07 06:59:59+00:00,39.44905192749973
2017-09-07 07:59:59+00:00,39.94397038426743
2017-09-07 08:59:59+00:00,40.88573677977079
2017-09-07 09:59:59+00:00,40.89925751484057
2017-09-07 10:59:59+00:00,41.098533459660345
2017-09-07 11:59:59+00:00,41.65778018781723
