date,rougher.output.recovery
2016-09-01 00:59:59+00:00,81.62033
2016-09-01 01:59:59+00:00,80.385025
2016-09-01 02:59:59+00:00,79.87254
2016-09-01 03:59:59+00:00,81.21979
2016-09-01 04:59:59+00:00,81.74495
2016-09-01 05:59:59+00:00,81.43879
2016-09-01 06:59:59+00:00,80.36068
2016-09-01 07:59:59+00:00,76.59133
2016-09-01 08:59:59+00:00,78.36755
2016-09-01 09:59:59+00:00,75.72317
2016-09-01 10:59:59+00:00,74.24918
2016-09-01 11:59:59+00:00,77.62828
2016-09-01 12:59:59+00:00,75.33788
2016-09-01 13:59:59+00:00,75.2205
2016-09-01 14:59:59+00:00,75.01045
2016-09-01 15:59:59+00:00,79.1329
2016-09-01 16:59:59+00:00,78.07351
2016-09-01 17:59:59+00:00,76.56979
2016-09-01 18:59:59+00:00,74.27059
2016-09-01 19:59:59+00:00,73.81484
2016-09-01 20:59:59+00:00,70.27076
2016-09-01 21:59:59+00:00,73.88936
2016-09-01 22:59:59+00:00,76.44148
2016-09-01 23:59:59+00:00,78.55312
2016-09-02 00:59:59+00:00,78.53836
2016-09-02 01:59:59+00:00,77.779175
2016-09-02 02:59:59+00:00,74.08007
2016-09-02 03:59:59+00:00,74.04142
2016-09-02 04:59:59+00:00,73.65772
2016-09-02 05:59:59+00:00,75.748604
2016-09-02 06:59:59+00:00,15.075647
2016-09-02 07:59:59+00:00,31.359423
2016-09-02 08:59:59+00:00,34.21559
2016-09-02 09:59:59+00:00,66.73305
2016-09-02 10:59:59+00:00,65.06147
2016-09-02 11:59:59+00:00,71.98388
2016-09-02 12:59:59+00:00,75.82556
2016-09-02 13:59:59+00:00,74.58707
2016-09-02 14:59:59+00:00,75.67635
2016-09-02 15:59:59+00:00,75.30008
2016-09-02 16:59:59+00:00,75.90031
2016-09-02 17:59:59+00:00,74.45989
2016-09-02 18:59:59+00:00,73.423325
2016-09-02 19:59:59+00:00,74.72338
2016-09-02 20:59:59+00:00,73.21756
2016-09-02 21:59:59+00:00,74.742874
2016-09-02 22:59:59+00:00,75.16844
2016-09-02 23:59:59+00:00,73.92947
2016-09-03 00:59:59+00:00,72.33048
2016-09-03 01:59:59+00:00,70.17846
2016-09-03 02:59:59+00:00,68.031624
2016-09-03 03:59:59+00:00,71.512146
2016-09-03 04:59:59+00:00,70.43372
2016-09-03 05:59:59+00:00,70.18719
2016-09-03 06:59:59+00:00,72.25639
2016-09-03 07:59:59+00:00,73.94226
2016-09-03 08:59:59+00:00,74.089165
2016-09-03 09:59:59+00:00,72.62621
2016-09-03 10:59:59+00:00,72.35287
2016-09-03 11:59:59+00:00,72.20341
