date,rougher.output.recovery
2017-09-01 00:59:59+00:00,84.328964
2017-09-01 01:59:59+00:00,83.7829
2017-09-01 02:59:59+00:00,84.47801
2017-09-01 03:59:59+00:00,83.47764
2017-09-01 04:59:59+00:00,85.695564
2017-09-01 05:59:59+00:00,84.08338
2017-09-01 06:59:59+00:00,84.04038
2017-09-01 07:59:59+00:00,83.972824
2017-09-01 08:59:59+00:00,85.59208
2017-09-01 09:59:59+00:00,85.64668
2017-09-01 10:59:59+00:00,85.86233
2017-09-01 11:59:59+00:00,85.63998
2017-09-01 12:59:59+00:00,82.94282
2017-09-01 13:59:59+00:00,85.361595
2017-09-01 14:59:59+00:00,84.62952
2017-09-01 15:59:59+00:00,82.257866
2017-09-01 16:59:59+00:00,83.616585
2017-09-01 17:59:59+00:00,82.50892
2017-09-01 18:59:59+00:00,83.78309
2017-09-01 19:59:59+00:00,82.73558
2017-09-01 20:59:59+00:00,83.35509
2017-09-01 21:59:59+00:00,82.47428
2017-09-01 22:59:59+00:00,82.815674
2017-09-01 23:59:59+00:00,80.96258
2017-09-02 00:59:59+00:00,81.61652
2017-09-02 01:59:59+00:00,83.09241
2017-09-02 02:59:59+00:00,81.82748
2017-09-02 03:59:59+00:00,82.27811
2017-09-02 04:59:59+00:00,82.91423
2017-09-02 05:59:59+00:00,75.649284
2017-09-02 06:59:59+00:00,69.47478
2017-09-02 07:59:59+00:00,82.49787
2017-09-02 08:59:59+00:00,82.7528
2017-09-02 09:59:59+00:00,79.073204
2017-09-02 10:59:59+00:00,76.50616
2017-09-02 11:59:59+00:00,77.054924
2017-09-02 12:59:59+00:00,76.25362
2017-09-02 13:59:59+00:00,77.98358
2017-09-02 14:59:59+00:00,75.3087
2017-09-02 15:59:59+00:00,77.04273
2017-09-02 16:59:59+00:00,74.708496
2017-09-02 17:59:59+00:00,73.19167
2017-09-02 18:59:59+00:00,71.89001
2017-09-02 19:59:59+00:00,72.16767
2017-09-02 20:59:59+00:00,72.070724
2017-09-02 21:59:59+00:00,73.612686
2017-09-02 22:59:59+00:00,74.37919
2017-09-02 23:59:59+00:00,73.839294
2017-09-03 00:59:59+00:00,74.14657
2017-09-03 01:59:59+00:00,76.631905
2017-09-03 02:59:59+00:00,76.73783
2017-09-03 03:59:59+00:00,74.71159
2017-09-03 04:59:59+00:00,73.230354
2017-09-03 05:59:59+00:00,74.18749
2017-09-03 06:59:59+00:00,73.093834
2017-09-03 07:59:59+00:00,75.06166
2017-09-03 08:59:59+00:00,77.06747
2017-09-03 09:59:59+00:00,78.483734
2017-09-03 10:59:59+00:00,76.340706
2017-09-03 11:59:59+00:00,77.80092
2017-09-03 12:59:59+00:00,75.21687
2017-09-03 13:59:59+00:00,75.89079
2017-09-03 14:59:59+00:00,74.69715
2017-09-03 15:59:59+00:00,75.37642
2017-09-03 16:59:59+00:00,77.10122
2017-09-03 17:59:59+00:00,80.49208
2017-09-03 18:59:59+00:00,78.918
2017-09-03 19:59:59+00:00,77.390045
2017-09-03 20:59:59+00:00,76.83967
2017-09-03 21:59:59+00:00,77.02206
2017-09-03 22:59:59+00:00,78.676796
2017-09-03 23:59:59+00:00,77.11927
2017-09-04 00:59:59+00:00,76.06848
2017-09-04 01:59:59+00:00,79.03554
2017-09-04 02:59:59+00:00,78.82475
2017-09-04 03:59:59+00:00,78.45988
2017-09-04 04:59:59+00:00,78.43323
2017-09-04 05:59:59+00:00,78.20617
2017-09-04 06:59:59+00:00,80.792656
2017-09-04 07:59:59+00:00,52.0189
2017-09-04 08:59:59+00:00,41.676296
2017-09-04 09:59:59+00:00,37.30974
2017-09-04 10:59:59+00:00,33.597828
2017-09-04 11:59:59+00:00,32.940083
2017-09-04 12:59:59+00:00,32.57458
2017-09-04 13:59:59+00:00,32.61707
2017-09-04 14:59:59+00:00,33.231102
2017-09-04 15:59:59+00:00,32.80479
2017-09-04 16:59:59+00:00,32.80479
2017-09-04 17:59:59+00:00,32.793137
2017-09-04 18:59:59+00:00,31.694653
2017-09-04 19:59:59+00:00,32.12967
2017-09-04 20:59:59+00:00,32.137867
2017-09-04 21:59:59+00:00,32.021034
2017-09-04 22:59:59+00:00,32.021034
2017-09-04 23:59:59+00:00,32.021034
2017-09-05 00:59:59+00:00,32.213444
2017-09-05 01:59:59+00:00,31.984798
2017-09-05 02:59:59+00:00,31.670994
2017-09-05 03:59:59+00:00,31.37883
2017-09-05 04:59:59+00:00,31.813005
2017-09-05 05:59:59+00:00,31.854734
2017-09-05 06:59:59+00:00,31.930414
2017-09-05 07:59:59+00:00,31.688433
2017-09-05 08:59:59+00:00,31.525244
2017-09-05 09:59:59+00:00,31.47608
2017-09-05 10:59:59+00:00,32.128426
2017-09-05 11:59:59+00:00,32.56279
2017-09-05 12:59:59+00:00,33.0369
2017-09-05 13:59:59+00:00,33.074596
2017-09-05 14:59:59+00:00,32.16527
2017-09-05 15:59:59+00:00,32.16527
2017-09-05 16:59:59+00:00,32.16527
2017-09-05 17:59:59+00:00,32.559063
2017-09-05 18:59:59+00:00,33.098484
2017-09-05 19:59:59+00:00,31.938187
2017-09-05 20:59:59+00:00,32.076233
2017-09-05 21:59:59+00:00,31.959417
2017-09-05 22:59:59+00:00,32.43001
2017-09-05 23:59:59+00:00,32.43001
2017-09-06 00:59:59+00:00,32.74874
2017-09-06 01:59:59+00:00,32.686897
2017-09-06 02:59:59+00:00,32.6413
2017-09-06 03:59:59+00:00,32.34912
2017-09-06 04:59:59+00:00,32.515106
2017-09-06 05:59:59+00:00,32.465702
2017-09-06 06:59:59+00:00,32.465702
2017-09-06 07:59:59+00:00,32.223713
