date,rougher.output.recovery,final.output.recovery
2016-09-01T00:59:59Z,89.94917536675595,67.83324732596799
2016-09-01T01:59:59Z,89.32926987739182,67.34987152369646
2016-09-01T02:59:59Z,89.69724227532305,66.79133783167435
2016-09-01T03:59:59Z,89.77145992753313,66.67196109025801
2016-09-01T04:59:59Z,88.72493519384113,68.213935948265
2016-09-01T05:59:59Z,86.1351382087176,68.21055350505304
2016-09-01T06:59:59Z,86.84094792773308,63.86080778665503
2016-09-01T07:59:59Z,87.3930179921526,62.668031628292475
2016-09-01T08:59:59Z,87.1879412462929,63.621578086253244
2016-09-01T09:59:59Z,86.82870628012014,63.705435230704886
2016-09-01T10:59:59Z,83.5650358765576,62.39993422253622
2016-09-01T11:59:59Z,85.7803821551423,63.14291636795037
2016-09-01T12:59:59Z,89.13658044002587,66.5521449561592
2016-09-01T13:59:59Z,85.2067748527481,64.21180085568616
2016-09-01T14:59:59Z,85.00931271905228,64.12376499017208
2016-09-01T15:59:59Z,86.2994288553529,63.74927479098659
2016-09-01T16:59:59Z,86.08180366572698,64.61521968089647
2016-09-01T17:59:59Z,83.37651582720873,64.54835072466292
2016-09-01T18:59:59Z,87.8883973391652,65.78310697699328
2016-09-01T19:59:59Z,84.00430832706455,65.06502323257075
2016-09-01T20:59:59Z,83.20927176415445,63.9076108332513
2016-09-01T21:59:59Z,82.92299420518525,67.00658151324237
2016-09-01T22:59:59Z,86.97848556476815,66.90274772512632
2016-09-01T23:59:59Z,86.39760329571247,64.7226896303304
2016-09-02T00:59:59Z,87.90659893097802,66.59170027846585
2016-09-02T01:59:59Z,87.67448898250298,65.57490766274736
2016-09-02T02:59:59Z,83.89998841391646,64.06978912409701
2016-09-02T03:59:59Z,82.62177825424634,62.34568633007751
2016-09-02T04:59:59Z,84.244526085566,65.83602394145896
2016-09-02T05:59:59Z,83.94804135187223,65.60217985433528
2016-09-02T06:59:59Z,80.45529636374454,67.7857768574718
2016-09-02T07:59:59Z,85.10731209661743,63.25781688014986
2016-09-02T08:59:59Z,85.06044733329516,59.67977009877602
2016-09-02T09:59:59Z,81.25720064408878,57.36626341108256
2016-09-02T10:59:59Z,84.27659364143523,61.30197839783403
2016-09-02T11:59:59Z,87.74313972946027,70.2227303609557
2016-09-02T12:59:59Z,88.50052347712591,67.03403532254427
2016-09-02T13:59:59Z,80.01002114080802,61.642329458204564
2016-09-02T14:59:59Z,84.21355448681608,65.5749342972803
2016-09-02T15:59:59Z,82.50959166848035,63.36424259121781
2016-09-02T16:59:59Z,83.4382606708036,63.81316091933703
2016-09-02T17:59:59Z,81.59116297458503,61.99063729345431
2016-09-02T18:59:59Z,82.26770886547862,63.32647375561906
2016-09-02T19:59:59Z,88.191460862685,68.02371188210589
2016-09-02T20:59:59Z,87.62136471148568,68.16066517287581
2016-09-02T21:59:59Z,87.01286418014143,66.21415835733896
2016-09-02T22:59:59Z,84.40761426270923,66.04186029243704
2016-09-02T23:59:59Z,84.1048132874726,66.80285277130344
2016-09-03T00:59:59Z,87.84890969213357,67.69970683001043
2016-09-03T01:59:59Z,88.31958280096683,69.46457846099378
2016-09-03T02:59:59Z,88.15797230657448,67.92314519052789
2016-09-03T03:59:59Z,85.99526434276912,67.6009889542201
2016-09-03T04:59:59Z,83.70203349838994,63.9566186948461
2016-09-03T05:59:59Z,84.08411385044562,64.76633302094649
2016-09-03T06:59:59Z,83.43924553727055,66.50299118236538
2016-09-03T07:59:59Z,83.7176513373071,64.42019090402385
2016-09-03T08:59:59Z,82.23766798477092,62.979398036288174
2016-09-03T09:59:59Z,88.29784102751623,65.99727212673827
2016-09-03T10:59:59Z,83.33425148823744,64.28758326025402
2016-09-03T11:59:59Z,83.12764203885988,63.81316091933703
2016-09-03T12:59:59Z,84.62783761079851,66.05755633829722
2016-09-03T13:59:59Z,86.2477886783351,65.57174006973187
2016-09-03T14:59:59Z,87.00182612520592,65.90956753674169
2016-09-03T15:59:59Z,83.54030658768485,63.91288147243913
2016-09-03T16:59:59Z,81.312752155267,65.35476261026838
2016-09-03T17:59:59Z,79.54701101807423,64.0772654004607
2016-09-03T18:59:59Z,79.7006239066218,63.81601982216094
