date,rougher.output.recovery,final.output.recovery
2016-09-01T00:59:59Z,89.97035391487775,72.55593399397274
2016-09-01T01:59:59Z,89.5733186433847,70.08090884753608
2016-09-01T02:59:59Z,89.8687754878665,68.43017635349095
2016-09-01T03:59:59Z,89.23555950206894,68.92142708598259
2016-09-01T04:59:59Z,88.22561613073475,66.11650823766007
2016-09-01T05:59:59Z,87.68636674562723,64.29252509742594
2016-09-01T06:59:59Z,86.14279752934083,61.664461868876735
2016-09-01T07:59:59Z,86.28010063253231,62.5269756975103
2016-09-01T08:59:59Z,86.85998017586925,63.302395158710446
2016-09-01T09:59:59Z,85.49491950971894,62.113972684429974
2016-09-01T10:59:59Z,85.270528177452,61.04120536618776
2016-09-01T11:59:59Z,85.65404560660264,64.00848303501637
2016-09-01T12:59:59Z,84.96762289883378,63.14057068465123
2016-09-01T13:59:59Z,83.52920041406178,60.745362995470096
2016-09-01T14:59:59Z,85.27100715264734,63.42595298264798
2016-09-01T15:59:59Z,86.13748458111178,64.40838512345161
2016-09-01T16:59:59Z,85.66489113812717,63.33638936499756
2016-09-01T17:59:59Z,83.64901359350891,62.714000831494246
2016-09-01T18:59:59Z,83.98010365111152,63.35473362827062
2016-09-01T19:59:59Z,83.58737501253113,61.887781483597884
2016-09-01T20:59:59Z,81.26067284564019,59.93299472676417
2016-09-01T21:59:59Z,82.24474983692666,62.76316874077599
2016-09-01T22:59:59Z,85.23890071659616,66.40555956962473
2016-09-01T23:59:59Z,85.29256700483708,65.32912044252454
2016-09-02T00:59:59Z,85.30445718980934,65.81289197825633
2016-09-02T01:59:59Z,84.82984202494426,65.05315481118618
2016-09-02T02:59:59Z,83.24534496955307,61.86737791526267
2016-09-02T03:59:59Z,83.12219329836823,63.56042041719192
2016-09-02T04:59:59Z,83.74541753157324,63.597518347586714
2016-09-02T05:59:59Z,84.1207818936276,62.515837183462146
2016-09-02T06:59:59Z,61.53396951817713,53.195738162260675
2016-09-02T07:59:59Z,77.93071810092694,48.60127469989498
2016-09-02T08:59:59Z,70.75999758554302,47.367753952762136
2016-09-02T09:59:59Z,77.76230744954589,54.218442250353085
2016-09-02T10:59:59Z,84.319926148964,58.984413595803126
2016-09-02T11:59:59Z,83.84931947072016,60.63255773903442
2016-09-02T12:59:59Z,84.93925437725372,65.24508309344517
2016-09-02T13:59:59Z,83.27389512074477,64.90157667241844
2016-09-02T14:59:59Z,82.0161735335438,65.14536354281428
2016-09-02T15:59:59Z,83.83048346356216,66.07401414840625
2016-09-02T16:59:59Z,83.38447951345137,64.74884201845266
2016-09-02T17:59:59Z,84.67104446428898,65.69484339909859
2016-09-02T18:59:59Z,82.74757640619406,65.05352613520525
2016-09-02T19:59:59Z,85.46021197006898,65.55082157098194
2016-09-02T20:59:59Z,85.24895172139607,63.58588900089978
2016-09-02T21:59:59Z,85.26087846794942,64.47278573600374
