date,rougher.output.recovery,final.output.recovery
2016-09-01T00:59:59Z,89.22726768998272,71.02446890407413
2016-09-01T01:59:59Z,89.13035816328625,69.56089210938221
2016-09-01T02:59:59Z,89.67664440388593,68.13520220541734
2016-09-01T03:59:59Z,89.57575710914263,69.23888645633956
2016-09-01T04:59:59Z,88.9307886226197,66.77048133484669
2016-09-01T05:59:59Z,87.5372299177321,64.82081976862693
2016-09-01T06:59:59Z,86.06358879091445,63.80053158388212
2016-09-01T07:59:59Z,85.97421379243491,63.560285330899255
2016-09-01T08:59:59Z,86.98926973574532,65.02391856051169
2016-09-01T09:59:59Z,85.13302430061339,62.83697798943114
2016-09-01T10:59:59Z,84.87643401243746,62.01413702731724
2016-09-01T11:59:59Z,85.54279619854603,63.9313490604432
2016-09-01T12:59:59Z,85.14616232238734,63.9455074402448
2016-09-01T13:59:59Z,84.28734306999283,62.35197529265052
2016-09-01T14:59:59Z,85.20231940834955,65.11091205489083
2016-09-01T15:59:59Z,86.30546667269829,66.7661396597079
2016-09-01T16:59:59Z,85.95164438572783,65.01051084805637
2016-09-01T17:59:59Z,85.11087426152207,63.96864030463637
2016-09-01T18:59:59Z,85.19538023226983,63.96115227401334
2016-09-01T19:59:59Z,84.92084079642382,62.18973498780818
2016-09-01T20:59:59Z,81.1656418838489,59.55787542541422
2016-09-01T21:59:59Z,84.67799577739095,63.680533438477596
2016-09-01T22:59:59Z,86.09641910377051,66.6039864562571
2016-09-01T23:59:59Z,85.85406927907087,65.71299093079175
2016-09-02T00:59:59Z,86.00893843027406,66.23102073137005
2016-09-02T01:59:59Z,85.98340528962765,65.92148095164734
2016-09-02T02:59:59Z,84.98656716311424,61.67794818904524
2016-09-02T03:59:59Z,82.85732184833067,62.70573321569009
2016-09-02T04:59:59Z,82.90584894707577,62.46109846448851
2016-09-02T05:59:59Z,82.42669654678194,62.10636871418699
2016-09-02T06:59:59Z,74.77361925364286,55.681960688190415
2016-09-02T07:59:59Z,73.97259279673318,52.58272815612204
2016-09-02T08:59:59Z,74.75454441253248,52.586652156004874
2016-09-02T09:59:59Z,77.79412075499037,55.422631585084304
2016-09-02T10:59:59Z,82.38143531060467,58.83085441830288
2016-09-02T11:59:59Z,82.4052735488014,59.914373934466965
2016-09-02T12:59:59Z,83.74051781974342,63.95212984853713
2016-09-02T13:59:59Z,82.87215904840693,64.19591405690572
2016-09-02T14:59:59Z,83.01921459213935,64.25268901571748
2016-09-02T15:59:59Z,82.61125479386962,65.4306309590615
2016-09-02T16:59:59Z,82.22054539732312,64.87716131721112
2016-09-02T17:59:59Z,82.94448402324329,65.62836785648712
2016-09-02T18:59:59Z,81.79188411343935,64.10836156355941
2016-09-02T19:59:59Z,83.1614115898117,65.53912392754043
2016-09-02T20:59:59Z,83.59950098412207,64.81721689571475
2016-09-02T21:59:59Z,83.4690636118256,65.63297114217247
2016-09-02T22:59:59Z,82.51598218232718,63.60813553485209
2016-09-02T23:59:59Z,81.86416983712971,62.35747354613683
2016-09-03T00:59:59Z,80.75274045650191,60.87524267349116
2016-09-03T01:59:59Z,81.19442796076865,59.53819701255269
2016-09-03T02:59:59Z,81.65172381370154,60.4561426826369
