,bagging_fraction,feature_fraction,lambda_l1,num_leaves,loss
76,0.2829581443709091,0.12234741586504565,34.174877778188645,18.0,1.9173318496168663
45,0.22032467124207777,0.14738093381898718,68.19737599181121,19.0,1.9251743243677166
70,0.3794989890329371,0.0954501664338901,57.183525881605334,16.0,1.944563005993751
42,0.11166459485564457,0.10783432214401928,72.62166951784606,8.0,1.946203575558337
79,0.3695719617433577,0.1202945925318113,35.192078257732604,20.0,1.9550077885270285
87,0.23739427575548674,0.6252931718974225,38.29358304577909,21.0,1.9568411210225156
40,0.22267365565804492,0.23874796147546617,77.50406359536764,9.0,1.9591904348973543
41,0.2313621715507064,0.2367032752065358,79.01210608456405,9.0,1.960883868756418
39,0.22915434782132377,0.24460124233200808,78.03521694126285,10.0,1.961916415085008
95,0.5547515027695459,0.44244679569163764,33.30204753223002,23.0,1.962831560539242
16,0.8379280814047152,0.7668446568586865,8.938995210199872,17.0,1.9638653724870663
36,0.5423336390248323,0.2956358653412241,41.815800237915205,10.0,1.966869852929928
94,0.38375090075814555,0.11409054054370464,61.509068691463824,20.0,1.9709162116375543
85,0.16094826062890322,0.3083173394763121,48.07934155679626,18.0,1.9722788367961224
63,0.5155984411742144,0.14643135588685025,27.26056505628977,21.0,1.9745932848169063
74,0.32988494627933274,0.08081761190438255,62.98873039235936,11.0,1.9751887044980172
92,0.32592826672855824,0.14993376257978375,40.226685541576835,11.0,1.9757509842248573
44,0.1050975901563718,0.11420607579678735,73.89985627878546,30.0,1.9764254157702248
91,0.4875874888677389,0.08285583420842026,36.12201566848864,25.0,1.976740449146091
65,0.2673323538584751,0.25614789485175143,76.41490902346105,10.0,1.9770041213087133
33,0.6564189804915935,0.5770466977850308,31.693900750965835,13.0,1.9777041461870382
46,0.10398079630811415,0.16164267646637215,68.28988393039722,14.0,1.9803335993274898
28,0.46507070332784695,0.8254022736291581,16.422061065939566,50.0,1.9805383687407272
60,0.15656324535999,0.3576270132018681,55.15425468253545,18.0,1.9806986001515166
51,0.34018212711343754,0.13245840897291686,60.72477290419141,25.0,1.981422451449569
57,0.3767234117628065,0.13167130561779178,37.400047179972475,34.0,1.9825068824941519
89,0.3007488221199939,0.7097380377994075,53.125567519261296,26.0,1.987633128018977
14,0.7916677469562965,0.7940456147899446,17.540831730538653,44.0,1.9877088726775154
96,0.4274345034481295,0.34899907514746376,18.674360455068218,16.0,1.9899752383365366
97,0.2659593257610358,0.2113985136540969,59.83047861370653,13.0,1.9924723970169238
17,0.800392618025672,0.36552851590785496,68.41874246312727,28.0,1.9929654607796976
82,0.6201166714413042,0.1443064043122373,42.698976522223425,23.0,1.994729702983071
64,0.10247549662605863,0.48272589450592335,47.42514023639856,41.0,1.9956172395341687
43,0.3508770116966527,0.09893539889361708,74.58354862409708,24.0,1.9962421692729204
66,0.12997273205875376,0.2955813326025801,72.40649404440406,9.0,1.9964137372393227
58,0.48296239801116814,0.18290498508075953,75.2973908409452,22.0,1.9966686601103778
80,0.2844813703073961,0.3422645000263145,24.950638633280136,18.0,1.9966805212266818
50,0.2533581154870486,0.4996655517131855,45.89979155883626,32.0,1.9972407824147917
35,0.9975599423158995,0.5516635512833351,30.830702380141368,15.0,1.9977538363304128
11,0.9636142159600268,0.17107094521803246,15.59901493543423,27.0,1.9991378886026
34,0.6483240300336717,0.4072430650295119,52.145348319568896,12.0,1.99913901330404
9,0.9608384441606482,0.7261386065362997,34.02836441883793,35.0,1.999806503336507
47,0.3540888288273057,0.06262490589736809,63.5817339675315,19.0,2.000718199116114
13,0.7006293954793301,0.4604053484717688,19.055228864378638,38.0,2.000722904292517
37,0.5236937535976799,0.2910484570825166,41.390225258692695,19.0,2.0011433849259674
48,0.21140986518533247,0.32527983567041174,71.9816000451014,22.0,2.0021727300201926
84,0.19935646495152023,0.18026753792628197,14.281707261865545,16.0,2.0024359713223956
73,0.3777529845465225,0.16817741473457548,58.04927697640848,17.0,2.0035604172965447
30,0.30300299319908053,0.839347585436472,5.4560841877933015,17.0,2.0042751252519815
7,0.1764137774483464,0.5234820160490242,22.993151237068616,44.0,2.0046040939767735
69,0.444242715940933,0.2288027490144492,64.83494831788998,9.0,2.0056662670205547
52,0.12552207573411378,0.21778938053875752,70.73646094588658,19.0,2.00594941854449
98,0.2885697023326368,0.06065425581857263,49.67934293092818,19.0,2.0072088558645684
54,0.2752306108076275,0.3272665870110826,66.63261108369406,29.0,2.0076242742249355
26,0.7518918629160798,0.6769860961237292,7.662531814549783,40.0,2.00825021106208
83,0.2533809806139634,0.27480593100449946,29.951951041833517,13.0,2.008297699169375
62,0.1777837629186907,0.07182970699255264,70.92345165240538,16.0,2.0087681859104096
53,0.1905747298318141,0.19625012780703116,51.39599832212262,26.0,2.009595814020583
78,0.41765608218375316,0.4491309144663217,33.398243648481994,29.0,2.009921114746641
10,0.5371377814803501,0.20256465582001124,57.86240111506552,24.0,2.0105696910427104
86,0.45459522863402707,0.515904757323349,44.02318207748965,33.0,2.0111956378424654
15,0.8266021792249361,0.8605525134129225,10.260226371920647,47.0,2.0134028903355152
20,0.4067662129325765,0.6575352458964369,3.0074927004533025,8.0,2.014105760025445
8,0.5693560401675554,0.7137856374674011,49.05837596780835,37.0,2.0143561238910475
4,0.1405119346646451,0.33605602223515296,28.55563677165388,20.0,2.0149568662615303
88,0.3556410025871467,0.3887732903943064,56.60920247468859,31.0,2.0153888202502985
3,0.603433982944711,0.5338120745392682,24.75924925293124,42.0,2.015618390243724
72,0.4011820094589666,0.09561225516592627,54.25998055488405,23.0,2.0163125111607214
67,0.2165709263623973,0.21105759033484844,67.0374913321225,12.0,2.0167327148391316
61,0.25193568839185826,0.4178796989643081,21.700872676645954,43.0,2.017459470030057
68,0.31103372348968206,0.3870722821890501,79.2411231735531,14.0,2.0174941480356963
29,0.39477653520831385,0.8934403137643268,26.3007111049294,8.0,2.0191667870626344
59,0.43346122701731776,0.26876857550489336,45.04247922615397,38.0,2.0200244733735446
24,0.48457716334564893,0.618049224617291,10.603957387333187,21.0,2.020830403635698
99,0.6980272232726795,0.3106615951176711,47.11041004473259,25.0,2.0223338637205184
25,0.8840570110117564,0.8805605915647445,41.35490345133684,16.0,2.0236557387315894
0,0.7885005379893198,0.4651090003864463,29.754338874136874,46.0,2.023791971995321
38,0.5975115230730121,0.09177422337464097,54.65367660747544,24.0,2.026232556480953
27,0.6738264795768402,0.5703014461803882,37.04151491685953,22.0,2.0262546561333816
31,0.43181907331977826,0.039164554836516874,15.170812634892943,49.0,2.027909943800381
2,0.17953629273509575,0.2736803859845795,31.785543298653455,35.0,2.0300125408307235
77,0.5021703190389024,0.19583052030150705,39.12268197235536,26.0,2.0311173843198467
1,0.7127863832701954,0.8255912243854231,2.2172667426177557,31.0,2.035141242443657
71,0.5666255027150345,0.04269306808709385,50.276549526698375,20.0,2.0358609480728895
55,0.1916322343882997,0.05948380951879792,64.87807768416346,15.0,2.037187328658846
49,0.12812246293158536,0.4280345844328618,57.207333369808595,35.0,2.0378581383957655
21,0.8468037179477523,0.8969363005468465,45.78380208776283,13.0,2.037916604037635
32,0.29415583309320426,0.378878000751624,0.2910709906066913,32.0,2.0385985595138423
18,0.15317303646533909,0.7535489865968145,63.06100355610255,17.0,2.039104337736329
5,0.293153316653429,0.4777402559330229,67.32186031120114,36.0,2.0439324213515944
6,0.6142234547067058,0.7642384315363966,19.519181818497053,32.0,2.04474660861159
81,0.5784756893930845,0.046506971592961216,28.280089924255837,28.0,2.0494707015322344
