,alpha,colsample_bytree,gamma,lambda,max_depth,min_child_weight,subsample,loss
88,47.49239705133218,0.12041331326678689,76.47901285534192,43.94555846361542,2.0,131.55009106615083,0.9949801034205717,6.290420750231197
95,48.436717354349696,0.2251500470601283,76.22915934815151,40.28686094076166,2.0,22.277524396112657,0.9820212494136228,6.356691240192908
86,43.3906495721765,0.05156361740395225,54.43817270345867,39.999284563908674,2.0,146.22577720956906,0.9375082090703,6.365392011865097
76,19.522067796895072,0.5160840508239684,75.82103160587683,43.042072699714026,2.0,66.44082304160541,0.7700468252750434,6.394841510445147
85,31.99475090941274,0.06525976015003204,53.4502058210127,39.183637929241875,2.0,127.61163289283454,0.9381105724935141,6.412254967548529
82,9.43545218290938,0.2578345220600416,41.84006305860714,39.39465579008439,2.0,55.06268760583402,0.8094829017257222,6.424954842493552
91,38.73897493070878,0.16027805036536957,84.32267666599552,36.04179540611728,2.0,35.36788287769416,0.9505905280291671,6.4276674772083915
29,24.450863838225782,0.30192356553054095,65.04557777692604,26.65211883759419,2.0,10.986882522572486,0.3116372172272169,6.438460462404179
60,8.231045509336653,0.553672006379536,36.7331198394902,42.91462231600728,2.0,0.8105792082012148,0.874644577072602,6.447051032561413
33,14.944825967600051,0.5970703660513316,75.27018221048768,28.095697743681804,2.0,17.785267795405318,0.5387935521282408,6.448940398211375
9,31.719342318281534,0.5144289067891235,69.62549165361692,30.890188257244294,4.0,60.03927248780235,0.787977121138249,6.452907600067602
24,41.09764247087101,0.14129417174930753,90.51732394303393,39.94709383019358,4.0,32.66704033575245,0.8324209645717078,6.4563766769634
27,32.34085177547913,0.8831232983472443,74.10428631443675,49.86688539553498,4.0,68.14834696059451,0.8433773885520932,6.47760259634661
97,46.91616988613563,0.21037804615101988,89.65678709709157,33.083422586813064,2.0,47.49452556582002,0.9275579103753891,6.478145177075981
66,5.675440823585282,0.6785724598812595,45.43051580358633,37.9408877197936,2.0,2.5869704373987874,0.8740248833058812,6.4875244718352825
36,16.569108757402734,0.4108695514145944,56.73640354294308,13.423711274676812,2.0,12.184540758985937,0.5297553519099152,6.4906024922220755
78,20.01859360164004,0.3091435439388571,47.0082504714076,46.233426157074604,2.0,80.8827516163744,0.8489083641090488,6.498504098815587
50,30.72111727768319,0.17617555200041357,61.380673453266255,18.177241174750122,2.0,31.62058940608163,0.3882331684041595,6.500051971830161
81,6.1555314581120095,0.17183219942026773,91.27293019978391,49.85772301474287,2.0,43.64821017479608,0.8949908294135445,6.502988920092613
63,7.85966732581726,0.3371811022965054,34.12950052845617,46.74254660616825,2.0,0.018951320956119157,0.9675832123493358,6.503343307940298
15,37.86401553816575,0.12999822478148365,99.24829069474237,33.08627054835397,4.0,1.7688074565470329,0.6464189679811438,6.505685217963824
90,47.64809466340294,0.11467666792333271,94.76472891808606,49.211911933149324,4.0,94.05242423645502,0.9110939268930063,6.511455844965396
25,42.48004459516227,0.47572098959036413,75.45475839715593,39.68254257603354,4.0,44.729433427858716,0.8115555093001176,6.516398290247023
99,40.386533289518695,0.17817067869118614,68.2996647540002,35.862357529714764,2.0,34.48927849890394,0.9802372844652986,6.517974284969597
98,36.26990927402783,0.14250808281446478,88.91399658794057,41.795230823011224,4.0,93.01362461935615,0.8920833650548815,6.518238153652641
20,37.43063882904259,0.9643903032632031,97.49382687179737,27.876379310457654,4.0,16.106355708412945,0.7364784049388804,6.51914494769878
48,49.85285998032981,0.5658021787159793,69.34007370850584,35.11522440981001,2.0,1.9391810165152108,0.6125716789401043,6.535463195988546
52,20.78196968621718,0.8464021817840145,81.00116451475023,38.050127916114135,3.0,18.067730809837997,0.9429095710442261,6.540316850942215
44,8.71559362958013,0.4006896971434535,78.28435602943713,17.67644935497609,2.0,41.35139447474371,0.6873701246509725,6.551056753001385
64,9.61906837800279,0.7754002907467787,26.241673725345862,49.15472235248998,2.0,0.9426621854896319,0.9152841596221373,6.553403402347613
84,22.309133402336656,0.345600524106122,72.92457063834284,45.079597415452255,2.0,56.577084149964605,0.7587020202719753,6.556366475579381
7,30.2765584090487,0.9337140526191355,68.49820257742545,24.03758584905319,4.0,1.4091657830810138,0.9707115837966946,6.5564267847170035
51,16.456211001112578,0.07514393440763781,6.074447075384612,14.53558358956709,2.0,0.3466808996102614,0.6688093257327847,6.559624596367724
67,10.929868772233586,0.5892607673587194,32.2951564513899,27.108548004175756,2.0,3.7533985540205936,0.7833891130672794,6.559663516455284
94,40.82557601385185,0.1303662299802073,96.94437739603816,45.93293363159608,2.0,17.708282477984955,0.8638798938635313,6.571183394853648
8,22.57234229663682,0.5694807932903633,50.84896911321341,19.51064972155144,2.0,2.9137145504195248,0.6565059611578513,6.5754421842563255
77,31.004576839043736,0.509584030884819,37.81882426691891,42.71047780463448,2.0,0.027880498970876678,0.8773911323774194,6.576587373939376
46,27.475767502867207,0.5016214894908053,39.27973475759104,25.223845244559158,2.0,5.20314023893918,0.45686720931408276,6.586466997910685
12,28.65454409225962,0.2902072879476941,58.218567193554335,16.68854160480443,4.0,1.0576904937132872,0.534360958317167,6.587152570303449
62,18.481831582911507,0.5479019542032666,15.769463340553067,4.94231731848712,3.0,0.425041179895142,0.8736961239076794,6.5873484403763545
