,bagging_fraction,feature_fraction,lambda_l1,num_leaves,loss
34,0.7415716857547033,0.390479482347112,49.21783924254186,47.0,5.031027418288521
26,0.6034597771429198,0.21297442295450847,79.58895520400627,50.0,5.089431201737449
61,0.3461086315068056,0.0247843059438555,17.835516841231502,43.0,5.139676855195543
22,0.44151966823473343,0.2903158550282276,79.97983358502134,49.0,5.142003003212388
81,0.5373899462544048,0.32453095407250143,60.81281286868041,48.0,5.172668025872954
63,0.5576004916884407,0.3700029374674641,45.83874869615398,45.0,5.185583956518638
30,0.24033488912740467,0.37823792073862056,63.73521586474012,44.0,5.200150487873013
27,0.6078309759311994,0.22339991313626334,28.65217017959626,41.0,5.200248936986337
40,0.8128509642631251,0.24856152577353224,25.675286606778702,32.0,5.212380711821834
20,0.4823749436422369,0.3365208074915188,79.32603343741897,50.0,5.216376411904011
21,0.4272972246988643,0.3157933361499786,72.25194195533653,49.0,5.220109074848524
1,0.3217670235120281,0.4350465705884791,62.37459834515671,42.0,5.221535749351894
37,0.8645117618502585,0.39924312438547416,47.54340045738723,36.0,5.223958479460146
29,0.37442268477640905,0.25172040917523913,79.7070475761987,33.0,5.225041401005505
56,0.7894741910863818,0.2731735293721428,62.91824296455009,48.0,5.228847905359171
53,0.27906139982391104,0.2982786132316565,59.085944791153594,45.0,5.237074790969518
98,0.9939202455496514,0.19845519435584746,73.26903820455976,49.0,5.237681879265389
6,0.7231478621346596,0.7155128938403579,67.71925420945801,47.0,5.240987545620924
76,0.7627161772641666,0.4541446765148761,31.455620891692945,46.0,5.243190905266409
54,0.9567865658300652,0.692923316504521,20.60635486676248,43.0,5.246860728792018
23,0.5312022686530197,0.02078734198664184,77.43339037317105,35.0,5.246884659443608
88,0.3021566215509287,0.8905576775367818,46.13650728312643,50.0,5.251938393722493
57,0.5097561502030055,0.4305095730678645,34.20046061788804,40.0,5.251948585321328
68,0.1607417455172695,0.3131872996825166,31.83908473533894,41.0,5.252317420898498
25,0.4904475730795937,0.31353362219130254,74.65756974241879,37.0,5.2531259389511895
87,0.383579843813136,0.2952044879455379,56.62523896745214,47.0,5.2625662823944115
93,0.4784146285613071,0.38235025646011134,44.21791792837822,45.0,5.264988850553427
97,0.728257672320155,0.13140626290299612,35.69264390861994,47.0,5.2653740525302055
36,0.7481753096651448,0.36590586316855744,12.250455521128046,47.0,5.271249506536574
49,0.6307493834426376,0.480045322467925,75.80562402004684,27.0,5.274093137234751
43,0.6486238589003402,0.41007640661940675,55.86306632985658,41.0,5.276125532046463
7,0.26589651198116965,0.6481544237790976,18.187476297594664,45.0,5.280004716455306
35,0.9217211707052686,0.5158450486830657,29.577169662374743,39.0,5.282587484442442
19,0.4504306378411117,0.4494535689997297,70.12809955655565,45.0,5.283695069187398
73,0.46275826655804864,0.2728771738776539,37.32114212905655,48.0,5.284946990395133
12,0.7765276182412062,0.732515991707539,4.302221231336228,47.0,5.287605516234557
94,0.9334427226487756,0.2541554457684207,22.010606219687315,43.0,5.288282378737469
50,0.5618347646991411,0.20928230022781455,43.12583469544255,34.0,5.289761387341998
84,0.35683889412630093,0.47237929072594576,77.37299427991356,38.0,5.293440944110817
92,0.5764444538219184,0.5046700746997961,41.17942681169054,34.0,5.296870164709982
71,0.4979022150540953,0.4962598894666092,18.7578728436511,44.0,5.296950535282276
46,0.7742941848933224,0.592214288877522,57.20564667604014,12.0,5.312018980607718
91,0.13644115864524045,0.3556082868400033,13.213495152741132,49.0,5.313064272244952
99,0.4116791394904169,0.1673086291143867,58.38206819471051,37.0,5.313350870553306
2,0.3263686287969534,0.42498231762214467,36.80362331021622,11.0,5.327169600240521
