,alpha,colsample_bytree,gamma,lambda,max_depth,min_child_weight,subsample,loss
45,3.8906891168562865,0.41294516737552545,78.15574054519575,39.85205071728033,4.0,1.1132952086152377,0.7935160789619571,6.362237312028786
24,36.956948614561824,0.2065984457161535,46.07572623304277,39.14969045551429,2.0,145.165977103899,0.747239141994913,6.3809505724021855
25,49.197528089926266,0.22264943728038536,46.85982035911401,21.124926408066454,3.0,113.20737515577532,0.8061225022757986,6.4396730975715295
61,1.0236756981223412,0.6664677669629032,66.56233463075475,25.21338334760419,2.0,10.224476957473941,0.5820654499178268,6.473107399378641
98,32.011934759723644,0.708041359164993,55.31356308662511,33.08159820359315,2.0,67.54077869748195,0.6349797977210573,6.485941449445941
90,13.456739223299254,0.43351243802713857,53.38043479463693,0.04655986696390357,4.0,1.5045555308269314,0.8333802801038112,6.4953010250493435
16,25.007093651340124,0.3709308650245827,63.45750569001396,14.680829715816596,2.0,23.33463921755442,0.4909038846745083,6.495303720569206
7,33.15170500160402,0.09297016286259341,5.211454651651871,39.227323700562394,2.0,42.54945605641104,0.5742366920994284,6.498044027969344
40,31.274988540028158,0.3563182519941437,50.412598233639955,48.793641050131896,3.0,58.416158400639304,0.604053323258992,6.509309772772038
5,22.868123658608724,0.0871298808142089,1.1352418689602861,31.159495680183934,2.0,2.2481208902060326,0.3162771674245602,6.514341721782314
37,36.70834222950871,0.48784651071453927,97.04122978160353,4.044118556252279,2.0,38.77596462313886,0.9129225327416493,6.519043605964415
76,48.5433072478853,0.2329452537347945,13.756160273616146,10.91907629069555,2.0,19.19316535971117,0.8636862241820344,6.520537401090321
83,2.5194497082555127,0.4458478091320127,87.2031785856057,13.382346351093984,2.0,8.35743867853581,0.9824943763761156,6.522057290388892
68,39.22525509784415,0.3203045850647388,39.16065131831981,11.877537209897273,2.0,25.121402337457738,0.8565552986099417,6.530079577183151
62,7.74238622411935,0.8235482937797769,50.27094881363658,43.619489171902664,4.0,2.448530799653014,0.9713288804761546,6.53582389324771
20,33.28203073156419,0.05203565297182178,45.029983151669434,20.55811338060422,2.0,18.04740626358891,0.6961257626733881,6.5468349771164895
86,48.277631895712375,0.46938226895255436,81.38738445012041,18.428715625047644,3.0,33.6399482603297,0.5863654763207324,6.553779807945905
55,24.690076905827574,0.9349634765074437,1.4219112946796102,32.25927561673883,2.0,0.44933196264514175,0.9532617439361969,6.554202892943639
21,30.414693350092524,0.1565203222554601,76.91220283516145,21.339329375517906,2.0,30.980309216997817,0.644122896905891,6.5618912747742115
80,41.75099964657852,0.514600550548512,19.597918665362386,39.697020447905835,2.0,135.02841093092718,0.7350744224040899,6.563756379934425
28,49.17892695590138,0.18234806535595202,22.14868815663551,37.68271402817073,3.0,80.44170024809243,0.8333333380158826,6.57493504524981
33,47.294172089476504,0.13632157686627738,85.60130833143222,22.576964048486126,3.0,3.177420825574961,0.6809812217445654,6.577270356351759
47,3.6765750230041596,0.5963066031261435,90.00992963323066,39.52501856253759,4.0,0.9823773177126757,0.7835841026199832,6.590931419344021
22,37.876241524673084,0.21059117790094883,54.583503438493025,1.2788945291511045,2.0,14.233636518818278,0.8174218314460946,6.591826390957613
71,42.55769741158682,0.4405459090430879,72.77081049080019,30.74740271606627,3.0,113.85101105444318,0.7391458976291488,6.593738326521491
30,46.48265478114965,0.5353014778378408,37.293923912678714,17.49199128580585,3.0,144.00185003728453,0.8852974409509337,6.593821258154844
48,7.117447697333718,0.6737612356355946,76.85858441077207,47.34030328646117,4.0,0.18141090446518474,0.6079436469679964,6.595768784637836
0,21.26010118297451,0.781582606635927,8.510788490646144,6.691148747761089,3.0,65.26650611392327,0.9018942075270715,6.598935489517204
87,9.842337687555112,0.14139861286744032,59.06839277582095,21.856351249978545,4.0,13.096890747354154,0.761754361439806,6.602508543115652
96,37.66165190983595,0.30702820135554965,64.13365533538106,48.519437359384284,3.0,104.53366422574193,0.6762729586010506,6.607246075134736
23,30.11585795262066,0.3094269473896197,16.77820284815302,26.4310729391949,2.0,116.25231913154589,0.6051592653480151,6.61224467981449
70,47.02741475299584,0.3977693627719121,45.532937365742036,21.28752681425801,4.0,54.33027680834742,0.7526248467733532,6.620754614512213
58,35.17281438420465,0.7421513963545214,37.514636342958276,36.620169334570264,2.0,6.207606802131872,0.815435689148365,6.621671208303242
26,49.686069176148536,0.2209063651300743,47.04234993681834,20.042476673627284,3.0,139.56792096428336,0.7954599312111025,6.6266506257838405
75,32.4556272233943,0.1478433243524508,42.844058769455394,38.52766708094872,4.0,2.6164229663327343,0.834533057545932,6.639440450185598
31,41.416046794061145,0.6027783480080469,71.34303176244927,40.80830794675407,3.0,68.63802823168473,0.9574437934295266,6.639572840522382
6,1.0469580913341257,0.3022900688369987,42.37709468659417,13.151076135608125,2.0,56.74440494087802,0.5200206492761719,6.642001585484649
78,45.19242267862825,0.10369126720807847,51.3477914147008,45.28995790627501,4.0,72.64625871524578,0.9274099009145274,6.643057685919054
51,21.9979604384606,0.3437484934998082,60.199848777933035,38.29566316215767,2.0,3.613825578762694,0.5414779521118702,6.658873057964441
72,40.13228184838884,0.3548749111922249,68.76023447356742,26.44033462673726,4.0,4.103815197319568,0.7974601004651325,6.6601760856200105
56,25.8830691132442,0.4657779846421803,66.04474484358519,44.38700412090098,2.0,0.049531188780052436,0.879337902972531,6.675522636169716
35,45.04448473580282,0.3789268685201117,28.201364576087812,49.39215074349957,3.0,24.919172491142152,0.6443735005574469,6.67717104072013
17,15.14618101030025,0.7555927276926396,64.03989064991615,25.445917201046235,4.0,0.13427089893693614,0.4910202258249735,6.67915344147391
11,27.048427696011583,0.32814307801658776,82.24301577716427,14.163726672402754,3.0,0.13954656074203575,0.9892427977101164,6.679366810025898
66,38.20924860363364,0.22782781720031026,33.30507761237052,6.153188908105104,3.0,41.334547133011185,0.8168689230076726,6.683174999753992
38,27.90300225648324,0.11664825544741263,71.2520905992174,29.198962941680644,2.0,3.073454452121527,0.7710593571681833,6.692481988672645
99,29.76418551210194,0.5363149987372053,41.01726026427283,30.46240265658273,4.0,20.21870658564151,0.7885696457194455,6.692587685863119
42,18.565385725672996,0.09095709301372851,59.21267591683037,29.663585932117954,4.0,0.3344598249206285,0.9519317220503309,6.695701474034284
85,16.159005633637364,0.6006495073867097,29.258054289985402,36.943159344815314,2.0,0.5170484742675255,0.8048505164317001,6.697953791484387
88,34.378819562651145,0.40864940653299403,39.22172603118928,35.11675510597142,2.0,0.15495015845522933,0.7793505535671758,6.699231518188135
95,33.37112582189554,0.22715868310535814,97.7800766211985,16.22848402642548,2.0,5.107097262437189,0.9385101524428889,6.700136144848246
73,48.60506651590898,0.07871877725455656,34.90592385154274,15.872663870450234,2.0,29.579066630559243,0.9053940131607698,6.704836823186207
44,11.014961108762162,0.1746182835163938,68.52993651599172,17.2849407794544,2.0,17.25051026387839,0.6787609680391911,6.705537689056457
29,43.77528989928593,0.41799155496683543,52.5534555661217,1.5690854894329647,3.0,10.068417079108082,0.7587957712801862,6.708414886688157
93,27.03670734245692,0.2555678376637429,78.92985904048538,45.92040730250595,4.0,0.06274108562692023,0.9138834983710413,6.708601052477707
13,20.31146615558077,0.8213922114131782,17.980907617940293,43.8653522092029,2.0,0.026980484538213233,0.5270085881314408,6.717317320479499
8,4.462787935700269,0.5472627957317298,62.84022538373752,8.602806472689961,2.0,5.45011094695783,0.39927961903399123,6.718739608326987
43,42.75421680480844,0.49313183639976144,23.32155311477492,42.08794735903569,3.0,0.01891911057784544,0.7270167102747437,6.727040994273995
14,33.95306748727401,0.8750254541471014,74.00601039344602,9.302672014701246,4.0,0.06409810026996537,0.7215598263419747,6.735777917277083
91,39.60791634224747,0.07541014091629444,68.98392660273393,41.96352226960274,2.0,0.10843583077260587,0.8802774653016853,6.737835691624731
67,35.99736131531287,0.12693058292115802,17.25954108774513,23.131156533458444,3.0,13.890383105205045,0.8939784715780265,6.740367794691223
63,32.62557560235222,0.5189562428583331,94.18064580811489,34.237452887854026,3.0,4.725209341939169,0.7088369068584649,6.7417502385251025
54,20.734589151763988,0.38976668439179574,79.48948431600593,40.56887072598139,4.0,0.22082932906420838,0.6967439027855085,6.758988862514719
92,5.670447819150734,0.19348250275694082,84.82832303099053,19.743203433197277,3.0,86.78635123902058,0.7234363807716384,6.761988798889152
65,45.613114820294854,0.2674565400702348,56.77012068520632,14.886097782876627,3.0,95.7888449678024,0.7949745831563566,6.776844435088464
53,13.224780722063597,0.41756276529967173,11.434079343972165,30.872583409320136,2.0,2.073479881412469,0.7439191962395678,6.778101887848138
49,17.572041285871123,0.2878984178311884,88.55098183680828,42.690257771349216,4.0,0.36124600183453276,0.8495845453264941,6.7838221698796
3,14.480557991035921,0.8735422262876456,92.82510274678863,31.67559243659353,3.0,4.44977046152995,0.31395307768705144,6.7974017719203985
69,29.223150312805963,0.17108357261363838,47.40898622160044,19.32566173394622,3.0,7.216625600756956,0.6595259453814055,6.801818869672291
39,34.6887034042429,0.6397588866948956,33.41622978708033,23.630466531314166,3.0,0.5614036495781916,0.9964541290034916,6.80223151680028
15,22.589853637514793,0.8806008527331907,31.296340800475566,33.70389238518447,4.0,1.5972731139715048,0.49033693423707525,6.803097072483921
82,26.72792832882907,0.1775807905261698,61.511411527962615,27.589853711602515,3.0,0.408445003622418,0.6884293333886703,6.804887372976265
89,21.744438954717104,0.36934775332065534,6.2047696808864075,24.921265504530624,3.0,1.0447201637229229,0.6582906442649565,6.810565856274794
10,24.7171107401006,0.4449714882718089,56.09812280985761,45.80255314752746,3.0,43.676545731851874,0.5095742440351634,6.812827056565554
77,23.98823049731037,0.20347287074475234,25.467178296953264,47.858213496147144,3.0,0.27078546357953065,0.6349790095315014,6.814829912291852
36,49.87529034756494,0.05761205841220035,22.297753424220993,18.066902086139137,4.0,83.58853572892917,0.8480206951647157,6.8172149001291675
81,36.79659879897129,0.25277585444029826,55.762849424353284,8.402913008300775,4.0,1.8567471723871736,0.7104967683411793,6.818045531955617
97,35.408300263377434,0.6294962725682066,37.31913362810941,40.07091294915154,4.0,3.394119252467056,0.30145813394985627,6.8186985812065535
34,40.97260247269924,0.2737851672912842,47.954414792365206,35.34863104795548,3.0,7.899822782471695,0.7609619633956395,6.831414777869029
18,9.769519835182685,0.7058394043174503,10.590873637517937,32.95118439627199,4.0,0.9622340254285415,0.4111647712188623,6.83207314451747
